id_ticket,categoria,subcategoria,inicio_falla,cierre_falla,tiempo_total,tg_region,direccion,abierto_por,fecha_asignacion,equipo_asignado,grupo_asignado,agente_asignado,descripcion,tipo_de_problema,tipo_de_producto,inicio_afectacion,fin_afectacion,desc_falla,severidad,tg_cantidad_dslam,tg_severidad,grupo_que_resolvio,cerrado_por,codigo_de_resolucion,res_anal_code,estatus_del_ticket,tiempo_de_cierre,resolucion,tg_cant_clientes_afectados,tg_cantidad_celdas,tipo,falla_de_fibra_óptica,reparación_principal_fo,reparación_específica_fo
F5113341,DATOS,SWITCH,2023-07-06 07:22:49,2023-07-06 15:20:10,7.96,ORIENTE,SEMUY CELDA,iboy.victor,2023-07-06 09:30:47,FRONT OFFICE,WO - CLAROFIBRAOPTICA,thomas.peliz,GT CELDA SEMUY ATN910D(10.72.49.189) - ROUTER,CAIDA TOTAL,FUERA DE SERVICIO,06/07/2023 07:22:48,2023-07-06 15:07:36,GT CELDA SEMUY ATN910D(10.72.49.189) - ROUTER,Alta,0,2,FRONT OFFICE,sergior.portillo, REPOSICION DE TRAMO DE FIBRA OPTICA POR ROBO,FIBRA OPTICA,closed,2023-07-06," BYRON RODRIGUEZ DE BO IP CONFIRMA PARAMETROS EN RANGO EQUIPOS OPERATIVOS  SE RECIBE LLAMADA DITER LEAL, JAIME LEM, OSVIN CAAL, SE INSTALARON 200MTS DE CABLE DE FIBRA Y SE REALIZARON 24 EMPALMES Y 2 MU",0,7.0,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO
F5113384,CONMUTACION,SIEMENS,2023-07-06 08:03:12,2023-07-06 19:45:45,11.71,OCCIDENTE,SAN ANTONIO SUCHITEPEQUEZ UR,tmipuser,2023-07-06 19:45:01,FRONT OFFICE,WO - CLAROFIBRAOPTICA,kevino.garcia,FALLA DE PASO DE ABONADO - ETIQGTTI_TIQUISATE UR CLASS=DLUC DLU=1000 DLUC=1,CAIDA TOTAL,INCIDENTE CONMUTACION,06/07/2023 07:53:05,2023-07-06 18:42:12,"FALLA DE PASO DE ABONADO - ETIQGTTI_TIQUISATE UR CLASS=DLUC DLU=1000 DLUC=1
HEADER: 
GDLUP/GDLUP/GUACBK1V51400029/006                      23-07-06  07:52:55 
5283                               3086/03431             AM.ALARM-15546 

DATA: 
**  DLU FAILURE WITH CONFIGURATION                        M",Critica,0,2,FRONT OFFICE,palencia.melvin,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,TRANSMISION,closed,2023-07-06,"  HECTOR MEJIA INDICA QUE VALIDA  FERNANDO MUY  ENLACE OPERATIVO   FALLA SE ENCONTRABA A 1,126MTS DE MUFA MÁS CERCANA, SE BUSCA CORTE EN TRAYECTO Y NO SE LOGRA UBICAR SE REALIZA MIGRACIÓN DE SERVICIOS ",0,1.0,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.3 INTERVENCION A MUFA O CIERRE FO EXISTENTE SUBMARINO
F5113690,TRANSMISION,DWDM,2023-07-06 11:10:29,2023-07-07 01:22:46,14.2,ORIENTE,PUERTO BARRIOS UR,tmipuser,2023-07-07 01:21:56,FRONT OFFICE,WO - CLAROFIBRAOPTICA,marioa.hernandez,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Puerto Barrios | Puerto: 0-Los Amates/Puerto Cortez-6-11AST2-1(RM1/TM1 Dir Los Amates)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.67 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: IPBAGTPB,CAIDA TOTAL,DWDM SIN PROTECCION,06/07/2023 11:09:23,2023-07-07 01:11:38,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Puerto Barrios | Puerto: 0-Los Amates/Puerto Cortez-6-11AST2-1(RM1/TM1 Dir Los Amates)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.67 Causa Probable: OSC_LOS is declared if the input power is,Critica,0,2,FRONT OFFICE,palencia.melvin,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,2023-07-07, INFORMA JOSE SASO QUE SE INSTALARON 400 MTS DE FIBRA DE 48 SE REALIZARON 96 FUCIONES CORTE DEBIDO A TRABAJOS MUNICIPALES POR AMPLIACION DE CARRETERA 07/07/2023 01:10:06 GUATEMALA/CENTRO AMERICA (HECTO,0,1.0,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.1 INSTALACION DE CABLE DE FO AOTV DE 6 FO
F5114122,DATOS,ROUTER,2023-07-06 16:04:32,2023-07-06 22:01:50,5.96,METROPOLITANA,GUARDA VIEJO ARRIBA,tmipuser,2023-07-06 22:01:11,FRONT OFFICE,WO - CLAROFIBRAOPTICA,estefany.roldan,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: GNCYGTG2N2D4B01A02YNC1 | Puerto: 100GE9/0/7 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,06/07/2023 15:44:55,2023-07-06 21:56:18,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: GNCYGTG2N2D4B01A02YNC1 | Puerto: 100GE9/0/7 Interfaz Generica
Tipo de Equipo: NE9000 - Direccion IP: 10.179.0.2
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico: GNCYGTG2
",Critica,0,2,FRONT OFFICE,palencia.melvin,CORRECCION ATENUACION FIBRA OPTICA,FIBRA OPTICA,closed,2023-07-06, INFORMA JOSE ESCOBAR SE REPARA HILO DAÑADO EN MUFA TRABAJO BYRON GASPARICO RAMON OCHAITA JOSE MEDINA ROLANDO MARTINEZ ANTONIO AQU Y LEVI QUIÑONEZ CONFIRMA ELDER SANTOS,1,0.0,ULTIMA MILLA,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.1 EMPALME O FUSION POR HILO DE FO EN DISTRIBUIDOR OPTICO
F5114334,CONMUTACION,IMS_ACCESO,2023-07-06 18:07:00,2023-07-06 22:07:54,4.02,OCCIDENTE,SANTA BARBARA UR,tmipuser,2023-07-06 22:07:08,FRONT OFFICE,WO - CLAROFIBRAOPTICA,marcos.balsells,GT - PERDIDA DE CONEXION ENTRE MSAN MA5603T M00_MSBAGTSB_SANTA_BARBARA Y U2000,CAIDA TOTAL,INCIDENTE CONMUTACION,06/07/2023 18:02:34,2023-07-06 22:06:08,"GT - PERDIDA DE CONEXION ENTRE MSAN MA5603T M00_MSBAGTSB_SANTA_BARBARA Y U2000

Huawei/U2000;7341663
native ProbableCause=Communication with the device failed,
ProbableCause=UNIDENTIFIED,
probableCauseQualifier=75-100,
Layer Rate=1,
service affecting=Information_not_provided,
affectedTP list=,
nativ",Critica,0,2,FRONT OFFICE,palencia.melvin,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,2023-07-06,"  SE UBICA DAÑO EN MUFA POR ESTIRÓN SE REHACEN 12 FUSINES. TRABAJAN EN CAMPO NERY PEDROZA, HÉCTOR MEJIA Y AXEL MORALES, VALIDA DE BOIP CRISTIAN GONZÁLES NIVELES EN RANGO",41,0.0,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN
F5114828,TRANSMISION,DWDM,2023-07-07 07:40:40,2023-07-07 18:34:40,10.9,ORIENTE,ZACAPA,tmipuser,2023-07-07 08:11:47,FRONT OFFICE,WO - CLAROFIBRAOPTICA,marlon.martinez,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Zacapa | Puerto: 0-Amates/Chiquimula-4-11AST2-1(RM1/TM1-Dir Chiquimula)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.210.5.76 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: ZCPAGTZC,CAIDA TOTAL,DWDM SIN PROTECCION,07/07/2023 07:37:16,2023-07-07 17:51:00,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Zacapa | Puerto: 0-Amates/Chiquimula-4-11AST2-1(RM1/TM1-Dir Chiquimula)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.210.5.76 Causa Probable: OSC_LOS is declared if the input power is lower than the,Critica,0,2,FRONT OFFICE,sergior.portillo,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,2023-07-07, *TIPO DE FALLA: BACKBONE *TRAMO DE FIBRA: ZACAPA -CHIQUIMULA *LATIDUD DE CORTE DE F. O: 14.827449 *LONGITUD DE CORTE DE F.O: -89.521899 *REPARACION PRINCIPAL DE F.O.: 3 *REPARACION ESPECIFICA DE F. O:,1,0.0,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO
F5114926,TRANSMISION,FIBRA OPTICA,2023-07-07 08:50:45,2023-07-07 16:34:09,7.72,CENTRAL,OJO DE AGUA TIA MARIA CELDA,tmipuser,2023-07-07 09:50:50,FRONT OFFICE,WO - UFINET,thomas.peliz,"RMDOMAIN .Alcatel_1354_General PATH ""01/SM64/JPASGTOAHM0_A49/BRBRGTBRHM4_AC1(UFINET)""",CAIDA TOTAL,CORTE DE FIBRA,07/07/2023 08:46:56,2023-07-07 16:20:04,"ManagedObject: RMDOMAIN .Alcatel_1354_General PATH ""01/SM64/JPASGTOAHM0_A49/BRBRGTBRHM4_AC1(UFINET)""
AddText: |{RMServiceState=inService|RMObjectType=physicallink}|Media Failure|01/SM64/JPASGTOAHM0_A49/BRBRGTBRHM4_AC1(UFINET)||{}|notAck|1 message=ALARM_NOTIF[notificationType=alarmRaise|currentAlarmI",Critica,0,2,FRONT OFFICE,sergior.portillo,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,2023-07-07," SE RECIBE LLAMADA DE CRISTIAN SIGUENZA DE BO TX  INDICANDO QUE ENLACE SDH ALCATEL RESTABLECIDO OJO DE AGUA - BARBERENA  SE PROCEDE A CIERRE, UFINET  ATIENDE   POR AVERÍA EN FIBRA ÓPTICA/FORTUITO/ROCE ",1,0.0,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO
F5115135,TRANSMISION,DWDM,2023-07-07 11:06:07,2023-07-07 16:26:20,5.34,OCCIDENTE,HUEHUETENANGO UR,tmipuser,2023-07-07 12:59:56,FRONT OFFICE,WO - UFINET,kevino.garcia,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Huehuetenango | Puerto: 2-Cambote-15-11AST2-2(RM2/TM2-Dir Quiche)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.186 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: HUEHGTHU,CAIDA TOTAL,DWDM SIN PROTECCION,07/07/2023 10:57:12,2023-07-07 16:25:06,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Huehuetenango | Puerto: 2-Cambote-15-11AST2-2(RM2/TM2-Dir Quiche)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.186 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_,Critica,0,2,FRONT OFFICE,sergior.portillo,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,2023-07-07, SE PROCEDE A CIERRE CON LA VALIDACION DE LOS COMPAÑEROS DE BO TX SERGIO VELIZ  UFINET ATIENDE VENTANA DE MANTENIMIENTO POR  FIBRA ENREDADA  EN EL TRAMO  QUICHE - SACAPULAS PROVEEDOR NO BRINDA MAYOR IN,1,0.0,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.2 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN
F5115233,TRANSMISION,FIBRA OPTICA,2023-07-07 12:14:59,2023-07-12 09:31:30,117.28,CENTRAL,BARBERENA UR,kevin.saenz,2023-07-11 04:38:34,FRONT OFFICE,WO - CLAROFIBRAOPTICA,estefany.roldan,ATENUACION ENLACE DWDM REGIONAL HUAWEI  GT_BARBERENA-- ESV_AHUACHAPAN,ENLACE FUERA DE SERVICIO,FIBRA ATENUADA,07/07/2023 12:14:57,2023-07-12 09:31:12,ATENUACION ENLACE DWDM REGIONAL HUAWEI  GT_BARBERENA-- ESV_AHUACHAPAN,Baja,0,Falla sin Afectación,FRONT OFFICE,alexanderf.lopez,SIN INTERVENCION TECNICA,ADMINISTRATIVO,closed,2023-07-12, JOSE MIGUEL REVOLORIO INDICA QUE SE TRABAJO ATENUACION EN ENLACE REHACIENDO FUSIONES EN MUFA QUEDANDO DENTRO DEL RANGO  CONFIRMA EMILIO COYOY Y WALTER ENRIQUEZ DE BO TX INDICANDO QUE SE ENCUENTRA DENT,0,0.0,ULTIMA MILLA,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN
F5115601,CONMUTACION,IMS_ACCESO,2023-07-07 15:47:21,2023-07-08 01:03:45,9.27,OCCIDENTE,SAN BERNARDINO,tmipuser,2023-07-07 18:28:52,GT - F.O MOVIL,WO - CLAROFIBRAOPTICA,romeoe.luna,GT - PERDIDA DE CONEXION ENTRE MSAN M00_MSBEGTSE_SAN_BERNARDINO_CCU Y EMU CCU,RENDIMIENTO,INCIDENTE CONMUTACION,07/07/2023 15:16:28,2023-07-07 23:55:01,"GT - PERDIDA DE CONEXION ENTRE MSAN M00_MSBEGTSE_SAN_BERNARDINO_CCU Y EMU CCU 

Huawei/U2000;7342730
native ProbableCause=Communication with the device failed,
ProbableCause=UNIDENTIFIED,
probableCauseQualifier=2345-100,
Layer Rate=1,
service affecting=Information_not_provided,
affectedTP list=,
nat",Critica,0,3,GT - F.O MOVIL,diego.taguite,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,2023-07-08, LATITUD DE CORTE DE F. O: 14.535500 LONGITUD DE CORTE DE F.O: -91.473949 REPARACIÓN PRINCIPAL DE F.O.: 3 REPARACIÓN ESPECIFICA DE F. O: 3.4 COMENTARIO GENERAL DE CIERRE: SE UBICA DAÑO EN CANALIZACIÓN ,0,0.0,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO"
F5115775,DATOS,SWITCH,2023-07-07 17:45:59,2023-07-13 15:10:19,141.41,ORIENTE,PLAYITAS RUBELSANTO CELDA,tmipuser,2023-07-09 10:02:43,GT - F.O MOVIL,WO - CLAROFIBRAOPTICA,estefany.roldan,GT | Alarma: Optical Fail | Descripcion: Optical Fail | Equipo: VCHIGTPRN1T1A01A26ENM1 | Puerto: GigabitEthernet0/2/0 Interfaz Generica,RENDIMIENTO,PUERTO FUERA DE SERVICIO,07/07/2023 17:25:41,2023-07-13 15:10:17,"GT | Alarma: Optical Fail | Descripcion: Optical Fail | Equipo: VCHIGTPRN1T1A01A26ENM1 | Puerto: GigabitEthernet0/2/0 Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.72.49.36
Causa Probable: The input optical power was too low
Descripcion de Alarma (ESP): Se ha detectado una falla en un",Critica,0,3,GT - F.O MOVIL,andy.garcia,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,2023-07-13, CONFIRMA JOSE PORTILLO DE BO IP A -6 DE TX -10 RX QUEDANDO VALORES EN RANGO SE INSTALARON 600 MTS DE FO Y SE REALIZARON 2 EMPALMES DE 12 HILOS CADA UNO INDICA DIETER LEAL Y OSVIN CAAL  SE COMUNICA LEO,0,0.0,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.2 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN
F5116009,DATOS,SWITCH,2023-07-07 22:02:01,2023-07-08 03:36:12,5.57,METROPOLITANA,TORRE ZONA 08,tmipuser,2023-07-07 22:42:45,GT - F.O MOVIL,WO - CLAROFIBRAOPTICA,thomas.peliz,Mnemonico/NE No en DB || Reforma_Inn || =InterfaceDown || TenGigabitEthernet7/1 || down ||  ||  || TORRE ZONA 08 || 10.184.12.4,CAIDA PARCIAL,PUERTO FUERA DE SERVICIO,07/07/2023 21:49:34,2023-07-08 02:37:16,"Mnemonico/NE No en DB || Reforma_Inn || =InterfaceDown || TenGigabitEthernet7/1 || down ||  ||  || TORRE ZONA 08 || 10.184.12.4



To_Te7/2_Unicentro_Po41_L3, omkState down
           ::::RAW DATA::::
            omkId = 64a8dd29b423593778588793
            omkTime = 1688788174
            omkDate =",Critica,0,2,GT - F.O MOVIL,diego.taguite,ROEDORES O INSECTOS,FIBRA OPTICA,closed,2023-07-08, INFORMA JOSE LUIS HERNANDEZ QUE SE REALIZO FUSION DE UN FIBRA QUEDANDO SERVICIO RESTABLECIDO. SOLICITA CIERRE DE WO. CAUSA DEL DAÑO EMPALME CON INSECTOS.,1,0.0,ULTIMA MILLA,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN
F5116241,DATOS,SWITCH,2023-07-08 05:20:07,2023-07-08 15:50:22,10.5,METROPOLITANA,AMATITLAN CENTRO SC XT CELDA,bernie.cubur,2023-07-08 05:33:24,FRONT OFFICE,WO - CLAROFIBRAOPTICA,diego.quiroa,FUERA DE SERVICIO ATN AMATITLAN CENTRO XT SBA (10.31.135.207),CAIDA TOTAL,FUERA DE SERVICIO,08/07/2023 05:20:06,2023-07-08 15:50:21,"FUERA DE SERVICIO ATN AMATITLAN CENTRO XT SBA (10.31.135.207)
HOSTNAME: 	GAMAGTAXN1W1A01A08ENM1
ADDRESS: 	10.31.135.207",Critica,6,2,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,2023-07-08,  JOSE LUIS  HERNANDEZ INDICA QUE   SE INSTALARON 200 METRO DE  CABLE   DE96 FIBRAS  Y  200 METROS DE  12 FIBRAS  SE  REALIZARON 216 FUSIONES EN TOTAL SE  UTILIZARON 4 MUFAS   EL CORTE SE  DEBIO  A  AC,0,7.0,BACKBONE,SI,5.CAUSAS NATURALES / DAÑO / ACCIDENTE / ROBO DE INFRAESTRUC,5.1 CAMBIO E INSTALACION DE POSTE DE MADERA C/HERRAJES
F5116778,TRANSMISION,DWDM,2023-07-08 14:56:06,2023-07-08 21:06:57,6.18,CENTRAL,TAXISCO UR,tmipuser,2023-07-08 16:24:51,FRONT OFFICE,WO - CLAROFIBRAOPTICA,walfred.rubi,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Taxisco | Puerto: 0-subrack-5-11AST2-1(RM1/TM1-Dir ESV_Hachadura)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.5.50 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: OTAXGTTA,CAIDA TOTAL,DWDM SIN PROTECCION,08/07/2023 14:45:54,2023-07-08 20:15:45,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Taxisco | Puerto: 0-subrack-5-11AST2-1(RM1/TM1-Dir ESV_Hachadura)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.5.50 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_L,Critica,0,2,FRONT OFFICE,palencia.melvin,CORRECCION ATENUACION FIBRA OPTICA,FIBRA OPTICA,closed,2023-07-08," COMENTARIO GENERAL DE CIERRE: SE UBICO HILO FO ROTO EN MUFA, CAUSADO POR HORMIGAS, SE PROCEDIÓ A REFUSIONAR FO, ENLACE OPERATIVO SIN ALARMAS HECTOR NICOLAX DE GESTIÓN CONFIRMA ENLACE OPERATIVO CON NIV",1,0.0,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN
F5116960,TRANSMISION,DWDM,2023-07-08 17:54:19,2023-07-09 10:16:57,16.38,ORIENTE,RIO DULCE UR,tmipuser,2023-07-08 18:09:29,FRONT OFFICE,WO - UFINET,yensis.calgua,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: Rio Dulce | Puerto: 0-subrack-2-F1ST2-1(RM1/TM1 DIR MODESTO MENDEZ)-OSC:1 Tipo de Equipo: OptiX OSN 1800 - Direccion IP: 10.103.29.202 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: ILIVGTRD,CAIDA TOTAL,DWDM SIN PROTECCION,08/07/2023 17:49:33,2023-07-09 10:16:34,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: Rio Dulce | Puerto: 0-subrack-2-F1ST2-1(RM1/TM1 DIR MODESTO MENDEZ)-OSC:1 Tipo de Equipo: OptiX OSN 1800 - Direccion IP: 10.103.29.202 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_,Critica,0,2,FRONT OFFICE,sergior.portillo,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,2023-07-09," UFINET INFORMA  ESTIMADO CLIENTE FAVOR VALIDAR EL ESTADO ACTUAL DE SU SERVICIO CAUSA: DAÑO POR PROYECTOR DE ARMA DE FUEGO (15.7476695,-89.0920434) SOLUCIÓN: CORRER RESERVA, PARA INSTALAR CAJA DE EMPAL",1,0.0,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO
F5117435,CONMUTACION,IMS_ACCESO,2023-07-09 09:49:57,2023-07-13 00:34:59,86.75,OCCIDENTE,CHICAMAN SHELTER,tmipuser,2023-07-11 12:33:37,GT - F.O MOVIL,WO - CLAROFIBRAOPTICA,roger.funes,"HW_U2000_SYS .gt.cx.NCE_FAN Managed_Element ""7341622"" PTP ""/rack=1/shelf=0/slot=8/domain=UNKNOWN/port=0""",INTERMITENCIA,INCIDENTE CONMUTACION,09/07/2023 09:34:19,2023-07-12 21:57:13,"ManagedObject: HW_U2000_SYS .gt.cx.NCE_FAN Managed_Element ""7341622"" PTP ""/rack=1/shelf=0/slot=8/domain=UNKNOWN/port=0""
AddText: GT - PERDIDA DE CONEXION CON INTERFACE H802X2CS  EN MSAN MA5603T M00_KCHCGTCH_CHICAMAN;/rack=1/shelf=0/slot=8/domain=UNKNOWN/port=0",Alta,0,2,GT - F.O MOVIL,diego.taguite,VANDALISMO,FIBRA OPTICA,closed,2023-07-13," INFORMA CARLOS FUENTES QUE SE INSTALARON 350MTS DE CABLE DE FIBRA DE 48HILOS, SE INSTALARON 5 POSTES, SE UTILIZARON DOS MUFAS, SE REALIZARON 24 FUSIONES, SE INSTALARON DOS CRUCETAS. TRABAJARON BYRON C",147,3.0,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO"
F5117528,DATOS,ROUTER,2023-07-09 11:39:55,2023-07-10 01:55:23,14.26,ORIENTE,JUAN PONCE CELDA,tmipuser,2023-07-09 13:07:05,GT - F.O MOVIL,WO - CLAROFIBRAOPTICA,rodriguez.brayan,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: ZGUAGTJON1W1A01AA2YOM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,09/07/2023 11:24:42,2023-07-09 22:39:27,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: ZGUAGTJON1W1A01AA2YOM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN905(V8) - Direccion IP: 10.87.13.38
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
D",Critica,0,2,GT - F.O MOVIL,diego.taguite,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,2023-07-10," PERSONAL DE FIBRA INDICA QUE SE ENCONTRO UNA DAÑO A LA DISTACIA DE 3.82 KM DE JUAN PONCE PROVOCADO POR MAQUINARIA DE CONSTRUCCION. SE CORRE RESERVA, Y SE INSTALA 1 MUFA CON 12 FUSIONES DEJANDO TODO OK",1,0.0,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO
F5117712,DATOS,ROUTER,2023-07-09 14:40:46,2023-07-09 19:55:03,5.24,CENTRAL,NUEVA SANTA ROSA UR,tmipuser,2023-07-09 15:45:03,GT - F.O MOVIL,WO - CLAROFIBRAOPTICA,estefany.roldan,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: ONSRGTNSN1T1B03A101BM1 | Puerto: GigabitEthernet0/3/0 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,09/07/2023 14:10:23,2023-07-09 19:26:55,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: ONSRGTNSN1T1B03A101BM1 | Puerto: GigabitEthernet0/3/0 Interfaz Generica
Tipo de Equipo: ATN980C - Direccion IP: 10.87.2.181
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonic",Critica,0,2,GT - F.O MOVIL,diego.taguite,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,2023-07-09," SEGUN  CHAT DE FIBRA OPTICA: ""SE LOCALIZA DAÑO EN FO POR ÁRBOLES CAÍDOS POR LLUVIAS, SE UTILIZA UNA MUFA TELETECNO NUEVA, 12 TERMOS DE 60, 2 MANGUITAS, 4 PREFORMADOS TRABAJAMOS A EN EL LUGAR DE FIBRA ",1,0.0,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO"
