recid,NUMERO,TAREA,CATEGORY,SUBCATEGORY,COMPANY,INICIO_FALLA,CIERRE_FALLA,TIEMPO_TOTAL,COUNTRY,TG_REGION,LOCATION_FULL_NAME,OPENED_BY,ASSIGN_DATE,ASSIGNMENT,ASSIGN_DEPT,GRUPO_ASIGNACION,ASSIGNED_TO,BRIEF_DESCRIPTION,PROBLEM_TYPE,PRODUCT_TYPE,INICIO_AFECTACION,FIN_AFECTACION,DESC_FALLA,SEVERITY,TG_CANTIDAD_DSLAM,TG_SEVERIDAD,PROBLEM_STATUS,RESOLVED_GROUP,CLOSED_BY,RESOLUTION_CODE,RES_ANAL_CODE,STATUS,TG_CLIENTEEMPRESARIAL,NOMBRE_WO,INICIO_WO,FIN_WO,CLOSE_TIME,RESOLUCION,TG_CANT_CLIENTES_AFECTADOS,TG_CANTIDAD_CELDAS,Latitud_del_corte_de_FO,Longitud_del_corte_de_FO,Tipo,Falla_de_Fibra_Óptica,Reparación_Principal_FO,Reparación_específica_FO,Tramo_de_FO,Tramo_sin_Documentar
418,F5456284,F5456284-002,MOVIL,BSC,TELGUA,12/04/2024 11:29:17,12/04/2024 20:13:43,8.74,Guatemala,METROPOLITANA,WG1965_EL_PUITE,tmipuser,12/04/2024 14:20:32,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,hugok.anderson,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,CAIDA TOTAL,BSC FALLA DE HARDWARE,12/04/2024 11:24:09,12/04/2024 13:18:49,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG1965 - EL_PUITE Enodeb IP: 10.74.56.6
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=8, ProcType=SGP, ProcNo=0, MCC=704, MNC=01, EnodeBType=MACRO, EnodeBCode=1965,",1,0,2,Closed,FRONT OFFICE,sergior.portillo,RESTABLECIMIENTO DE TRANSMISION,TRANSMISION,closed,f,,,,12-APR-24,FALLAS NO.: 5456284 TAREA DE FO 5456284-002 ETA 5456284-003 TIPO DE FALLA: ÚLTIMA MILLA TRAMO DE FIBRA: CELDA EL PUITE LATITUD DE CORTE DE F. O: 14.399697 LONGITUD DE CORTE -90.648486 REPARACIÓN PRINC,0,8,14.399697,-90.648486,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
419,F5456551,F5456551-003,TRANSMISION,FIBRA OPTICA,TELGUA,12/04/2024 13:31:10,12/04/2024 19:22:00,5.85,Guatemala,OCCIDENTE,SAN RAFAEL PETZAL SHELTER,lopez.estefan,12/04/2024 13:34:11,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,diego.quiroa,PÉRDIDA DE SEÑAL ÓPTICA DWDM LOCAL NOKIA 1350 SAN RAFAEL PETZAL -- HUEHUE / F5456551,ENLACE FUERA DE SERVICIO,CORTE DE FIBRA,12/04/2024 13:31:08,12/04/2024 17:40:36,PÉRDIDA DE SEÑAL ÓPTICA DWDM LOCAL NOKIA 1350 SAN RAFAEL PETZAL -- HUEHUE /,3,0,Falla sin Afectación,Closed,FRONT OFFICE,josep.aguilare,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,f,,,,12-APR-24,"FALLAS NO.: 5456551 TAREA DE FO 5456551 TIPO DE FALLA: BACK BONE TRAMO DE FIBRA: HUEHUETENANGO - SAN RAFAEL PETZAL LATITUD DE CORTE DE F. O: 15.3996970 LONGITUD DE CORTE DE, -91.6484813 F.O:. REPARACI",0,0,15.3996970,-91.6484813,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
420,F5456779,F5456779-004,TRANSMISION,DWDM,TELGUA,12/04/2024 15:57:24,13/04/2024 18:20:53,26.39,Guatemala,ORIENTE,LOS AMATES UR,tmipuser,12/04/2024 22:55:28,GT - F.O MOVIL,WO - CCR GT,WO - UFINET,walfred.rubi,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Los Amates | Puerto: 0-Zacapa/Puerto Barrios-6-11AST2-1(RM1/TM1-Dir Zacapa)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.210.4.202 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: IAMAGTAM,CAIDA TOTAL,DWDM SIN PROTECCION,12/04/2024 15:54:31,13/04/2024 18:20:52,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Los Amates | Puerto: 0-Zacapa/Puerto Barrios-6-11AST2-1(RM1/TM1-Dir Zacapa)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.210.4.202 Causa Probable: OSC_LOS is declared if the input power is lower tha,1,0,2,Closed,GT - F.O MOVIL,julio.barrera,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,13-APR-24,PERSONAL DE TX INFORMA QUE MEJORO ENLACE QUEDANDO ENLACE EN SERVICIO  CONFIRMA CARLOS  OSORIO INFORMA DAVID CRUZ NO SE TIENE DATOS DE FO PARA CIERRE POR SER CASO UFINET,3,14,n/a,n/a,ULTIMA MILLA,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.6 LIMPIEZA DE ACOPLADOR CONECTOR OPTICO PARA PIGTAL,,
421,F5457331,F5457331-003,DATOS,SWITCH,TELGUA,13/04/2024 02:03:09,13/04/2024 13:49:38,11.77,Guatemala,CENTRAL,OJO DE AGUA TIA MARIA CELDA,tmipuser,13/04/2024 02:10:33,GT - F.O MOVIL,WO - CCR GT,,jonatan.escobar,Guatemala || JPASGTOAN1D1A03A121BM1 || =InterfaceDown || 50|100GE0/1/0 || down ||  ||  || OJO DE AGUA TIA MARIA CELDA || 10.87.2.173,CAIDA PARCIAL,PUERTO FUERA DE SERVICIO,13/04/2024 01:55:18,13/04/2024 13:49:37,"Guatemala || JPASGTOAN1D1A03A121BM1 || =InterfaceDown || 50|100GE0/1/0 || down ||  ||  || OJO DE AGUA TIA MARIA CELDA || 10.87.2.173

NNI_JMOYGTCPN1W1B01A221BM1_10.87.2.172_50G_50|100GE0/1/0_FO, omkState down
           ::::RAW DATA::::
            omkId = 661a373fb4235907584aa0e3
            omkTim",1,0,2,Closed,GT - F.O MOVIL,julio.barrera,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,13-APR-24,"COMENTARIO GENERAL SE LOCALIZÓ DAÑO EN FO POR CAIDA DE ARBOL, DEBIDO A LOS FUERTES VIENTOS EN EL SECTOR, SE PROCEDIÓ A JALAR RESERVA Y HACER UN EMPALME DE 12 FUSIONES, TRABAJARON EN EL LUGAR POR PARTE",1,0,13.887194,-90.141748,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
422,F5457535,F5457535-003,MOVIL,BSC,TELGUA,13/04/2024 08:14:26,13/04/2024 18:27:29,10.22,Guatemala,ORIENTE,WG1346_SAN_JACINTO_CHIQUIMULA,tmipuser,13/04/2024 08:25:52,GT - F.O MOVIL,WO - CCR GT,,marlon.martinez,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,CAIDA TOTAL,BSC FALLA DE HARDWARE,13/04/2024 08:12:29,13/04/2024 18:27:27,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG1346 - SAN_JACINTO_CHIQUIMULA Enodeb IP: 10.111.71.100
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=13, ProcType=SGP, ProcNo=9, MCC=704, MNC=01, EnodeBType=MACRO",1,0,2,Closed,GT - F.O MOVIL,julio.barrera,RESTABLECIMIENTO DE TRANSMISION,TRANSMISION,closed,f,,,,13-APR-24,ELIO ALDANA INFORMA QUE SE LOCALIZO EL DAÑO A 7KM DESDE SAN JACINTO EN DIRECCION TIZUBIN SE LOCALIZA DAÑO EN MUFA Y SE REALIZA EL EMPALME CONFIRMA POR PARTE DE BO IP EDGAR PINEDA NIVELES EN RANGO PERS,0,3,14.42126,-89.31006,ULTIMA MILLA,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.2 EMPALME O FUSION POR HILO DE FO EN MUFA O CIERRE FO AERE,,
423,F5457645,F5457645-002,CLARO TV,RED HFC,,13/04/2024 09:38:34,13/04/2024 15:01:42,5.39,Guatemala,CENTRAL,ANTIGUA GUATEMALA UR,nelson.yol,13/04/2024 09:46:56,GT - F.O VOC,WO - CCR GT,,marlon.martinez,ANT17- NODO SIN SEÑAL,CAIDA TOTAL,INTERNET_TV_VOZ,13/04/2024 09:38:31,13/04/2024 15:01:40,ANT17- NODO SIN SEÑAL,2,0,2,Closed,GT - F.O VOC,julio.vasquez,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,13-APR-24,FALLAS NO.: 5457645 TAREA DE FO 5457645-001 TIPO DE FALLA: ACCESO TRAMO DE FIBRA: UR ANTIGUA- NODO ANT17 LATITUD DE CORTE DE F. O: 14.555272 LONGITUD DE CORTE -90.720782 REPARACIÓN PRINCIPAL DE F.O.:,20,0,14.555272,-90.720782,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
424,F5457843,F5457843-003,DATOS,SWITCH,TELGUA,13/04/2024 11:56:52,13/04/2024 23:09:15,11.21,Guatemala,OCCIDENTE,COATEPEQUE UR,tmipuser,13/04/2024 14:30:00,FRONT OFFICE,WO - CCR GT,,yensis.calgua,Guatemala || QCOAGTCON1T1C01A151BM8 || =InterfaceDown || 50GE0/1/1 || down ||  ||  || COATEPEQUE UR || 10.105.61.4,CAIDA PARCIAL,PUERTO FUERA DE SERVICIO,13/04/2024 11:43:15,13/04/2024 23:09:11,"Guatemala || QCOAGTCON1T1C01A151BM8 || =InterfaceDown || 50GE0/1/1 || down ||  ||  || COATEPEQUE UR || 10.105.61.4

NNI_L2T_SW_10.105.51.84_NREFGTSJN1W1A01AA1ENM1_GE0/2/27_I_HuaW_FO_50G, omkState down
           ::::RAW DATA::::
            omkId = 661ac491b4235978e16ff47f
            omkTime = 1713",1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,13-APR-24,*FALLA: 5457843 *TAREA DE FO:  5457843 *TIPO DE FALLA: ÚLTIMA MILLA *TRAMO DE FIBRA: UR COATEPEQUE -SAN JOSE IXTAL *LATIDUD DE CORTE DE F. O: 14.7175400 *LONGITUD DE CORTE DE F.O: -91.8772740 *REPARAC,0,4,14.7175400,-91.8772740,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
425,F5458461,F5458461-003,DATOS,SWITCH,TELGUA,13/04/2024 21:11:35,14/04/2024 12:23:31,15.2,Guatemala,ORIENTE,EL AGUACATE PETEN CELDA,tmipuser,13/04/2024 21:20:37,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,mynor.adqui,GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: PSLUGTAPN1D1A01A23ENM1 | Puerto: GigabitEthernet0/2/0 Interfaz Generica,CAIDA TOTAL,PUERTO FUERA DE SERVICIO,13/04/2024 20:31:37,14/04/2024 11:26:08,"GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: PSLUGTAPN1D1A01A23ENM1 | Puerto: GigabitEthernet0/2/0 Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.103.91.37
Causa Probable: The input optical power was too low
Descripcion de Alarma (ESP): Modulo optico invalido
M",1,0,2,Closed,GT - F.O MOVIL,diego.taguite,CORRECCION ATENUACION FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,14-APR-24,"LUDWIN   DE  BO IP  CONFIRMA QUE  LOS  NIVELES SE ENCUENTRA  EN  RANGO  EL  ENLACE SE ENCUENTRA   EN SERVICIO  Y FUNCIONANDO SE  TENIA UNA  ATENCION  INFORMA  ERICK  HERNANDEZ.,",0,6,16.141445,-89.341768,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
426,F5459131,F5459131-002,DATOS,ROUTER,TELGUA,14/04/2024 13:18:25,15/04/2024 01:04:50,11.77,Guatemala,CENTRAL,ALDEA MONTERRICO TAXISCO CELDA,tmipuser,14/04/2024 13:27:31,FRONT OFFICE,WO - CCR GT,,diego.quiroa,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: OTAXGTAMN1W1A01A28ENM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,14/04/2024 12:53:59,14/04/2024 22:32:01,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: OTAXGTAMN1W1A01A28ENM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.87.2.188
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Desc",1,0,2,Closed,FRONT OFFICE,josep.aguilare,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,15-APR-24,INFORMA UFINTE AVERIA DE FO / FORTUITO / INCENDIO FORESTAL SOLUCIÓN: SE INSTALAN 300 MTS DE FO Y 2 CE. AGRADECEMOS SU COLABORACIÓN Y APOYO CONTINUOS. SI TIENE ALGUNA PREGUNTA O NECESITA MÁS INFORMACIÓ,1,3,NO BRINDA UFINET,NO BRINDA UFINET,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
427,F5459298,F5459298-002,TRANSMISION,DWDM,TELGUA,14/04/2024 16:34:15,14/04/2024 22:13:35,5.66,Guatemala,CENTRAL,TAXISCO UR,tmipuser,14/04/2024 17:28:54,FRONT OFFICE,WO - CCR GT,,romeoe.luna,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Taxisco | Puerto: 0-subrack-5-11AST2-2(RM2/TM2-Dir Escuintla ENLACE FRONTERIZO CRITICO)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.5.50 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: OTAXGTTA,CAIDA TOTAL,DWDM SIN PROTECCION,14/04/2024 16:33:30,14/04/2024 22:12:59,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Taxisco | Puerto: 0-subrack-5-11AST2-2(RM2/TM2-Dir Escuintla ENLACE FRONTERIZO CRITICO)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.5.50 Causa Probable: OSC_LOS is declared if the input power i,1,0,2,Closed,FRONT OFFICE,josep.aguilare,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,14-APR-24,"COMENTARIO GENERAL SE LOCALIZÓ DAÑO EN FO CAIDA DE ARBOL POR INCENDIOS FORESTALES, SE PROCEDIÓ A JALAR RESERVA DE 2 POSTES Y HACER UN EMPALME DE 24 FUSIONES, TRABAJARON EN EL LUGAR POR PARTE DE FO: OS",3,0,14.190299,-90.694755,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
428,F5459317,F5459317-002,DATOS,ROUTER,TELGUA,14/04/2024 16:50:22,14/04/2024 22:24:42,5.57,Guatemala,CENTRAL,EL BRITO CELDA,tmipuser,14/04/2024 17:35:53,FRONT OFFICE,WO - CCR GT,,romeoe.luna,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: EGUAGTBRN1W1A01A03ENM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,14/04/2024 16:30:02,14/04/2024 21:26:06,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: EGUAGTBRN1W1A01A03ENM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.103.85.80
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Des",1,0,2,Closed,FRONT OFFICE,josep.aguilare,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,14-APR-24,"COMENTARIO GENERAL SE LOCALIZÓ DAÑO EN FO CAIDA DE ARBOL POR INCENDIOS FORESTALES, SE PROCEDIÓ A JALAR RESERVA DE 2 POSTES Y HACER UN EMPALME DE 24 FUSIONES, TRABAJARON EN EL LUGAR POR PARTE DE FO: OS",2,2,14.190299,-90.694755,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
429,F5460099,F5460099-003,DATOS,SWITCH,TELGUA,15/04/2024 11:20:44,20/04/2024 14:10:53,122.84,Guatemala,CENTRAL,TAXISCO UR,tmipuser,17/04/2024 07:40:18,FRONT OFFICE,WO - CCR GT,WO - UFINET,yensis.calgua,GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: OTAXGTTAN1D1A01A20ENM1 | Puerto: 100GE0/2/25 Interfaz Generica,RENDIMIENTO,PUERTO FUERA DE SERVICIO,15/04/2024 10:40:40,20/04/2024 14:10:52,"GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: OTAXGTTAN1D1A01A20ENM1 | Puerto: 100GE0/2/25 Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.103.85.186
Causa Probable: The input optical power was too low
Descripcion de Alarma (ESP): Modulo optico invalido
Mnemonico",1,0,3,Closed,FRONT OFFICE,luis.escobar,RESTABLECIMIENTO DE INTERFAZ CON PACKET CORE,FIBRA OPTICA,closed,f,,,,20-APR-24,UFINET INFORMA  15/04/2024 09:50 PM ESTIMADO CLIENTE FAVOR VALIDAR EL ESTADO ACTUAL DE SU SERVICIO CAUSA: AVERÍA EN FIBRA ÓPTICA /FALLA MANTENIMIENTO PREVENTIVO / HILO ATENUADO EN CAJA DE EMPALME SOLU,0,0,no brinda,no brinda.,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
430,F5460136,F5460136-001,DATOS,SWITCH,TELGUA,15/04/2024 11:38:49,15/04/2024 14:30:31,2.86,Guatemala,OCCIDENTE,SAN CARLOS SIJA UR,tmipuser,15/04/2024 11:57:52,GT - F.O MOVIL,WO - CCR GT,,yensis.calgua,Guatemala || QSCSGTSCN1D1B03A221BM1 || =InterfaceDown || GigabitEthernet0/4/0 || down ||  ||  || SAN CARLOS SIJA UR || 10.87.8.132,CAIDA PARCIAL,PUERTO FUERA DE SERVICIO,15/04/2024 11:25:51,15/04/2024 14:30:30,"Guatemala || QSCSGTSCN1D1B03A221BM1 || =InterfaceDown || GigabitEthernet0/4/0 || down ||  ||  || SAN CARLOS SIJA UR || 10.87.8.132

Interface Down, omkState down
           ::::RAW DATA::::
            omkId = 661d637cb4235978e1708565
            omkTime = 1713201951
            omkDate =",1,0,2,Closed,GT - F.O MOVIL,julio.barrera,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,15-APR-24,TAREA DE FO 5460136 *TIPO DE FALLA: ÚLTIMA MILLA TRAMO DE FIBRA: SAN CARLOS SIJA A LOS POCITOS CHUATUJ LATITUD DE CORTE DE F. O: 14.985390 LONGITUD DE CORTE DE F.O: -91.552502 REPARACIÓN PRINCIPAL DE,1,0,14.985390,-91.552502,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
431,F5462104,F5462104-004,TRANSMISION,FIBRA OPTICA,TELGUA,16/04/2024 16:31:39,16/04/2024 23:04:51,6.55,Guatemala,ORIENTE,ZACAPA,tmipuser,16/04/2024 16:59:54,FRONT OFFICE,WO - CCR GT,,rodriguez.brayan,"RMDOMAIN .Alcatel_1354_General PATH ""01/SM16/JTPAGTJUN1T1H4N6/ZCPAGTZCN1T1H4N6_A14 U""",CAIDA TOTAL,CORTE DE FIBRA,16/04/2024 16:29:12,16/04/2024 23:04:33,"ManagedObject: RMDOMAIN .Alcatel_1354_General PATH ""01/SM16/JTPAGTJUN1T1H4N6/ZCPAGTZCN1T1H4N6_A14 U""
AddText: Falla de seccion de regeracion 01/SM16/JTPAGTJUN1T1H4N6/ZCPAGTZCN1T1H4N6_A14 U",1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,16-APR-24,FALLAS NO.: 5462104 TIPO DE FALLA: BACKBONE TRAMO DE FIBRA: CHIQUIMULA - JUTIAPA LATITUD DE CORTE DE F. O:  14.648498 LONGITUD DE CORTE -89.620872 REPARACIÓN PRINCIPAL DE F.O.: 3 REPARACIÓN ESPECIFICA,2,0,14.648498,-89.620872,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",CHIQUIMULA-JUTIAPA,
432,F5462758,F5462758-003,MOVIL,BSC,TELGUA,17/04/2024 07:48:11,17/04/2024 12:39:16,4.85,Guatemala,METROPOLITANA,WG5465_CASERIO_JOCOTALES_PALENCIA_SC_XT,tmipuser,17/04/2024 08:05:43,FRONT OFFICE,WO - CCR GT,,yensis.calgua,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,CAIDA TOTAL,BSC FALLA DE HARDWARE,17/04/2024 07:43:19,17/04/2024 12:22:40,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG5465 - WG5465_CASERIO_JOCOTALES_PALENCIA_SC_XT Enodeb IP: 10.111.40.188
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=5, ProcType=SGP, ProcNo=3, MCC=704, MNC=01,",1,0,2,Closed,FRONT OFFICE,diego.taguite,REPARACION O REPOSICION DE HARDWARE,HARDWARE,closed,f,,,,17-APR-24,FALLA NO.: F5462758 TAREA FO: F5462758-002 ETA: F5462758-002 TIPO DE FALLA: BACKBONE TRAMO DE FIBRA: CRUCE PALENCIA - PALENCIA LATITUD DE CORTE DE F. O: 14.692487 LONGITUD DE CORTE DE F.O: -90.370680,0,10,14.692487,-90.370680,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
433,F5463090,F5463090-002,DATOS,ROUTER,TELGUA,17/04/2024 11:05:39,17/04/2024 20:41:14,9.59,Guatemala,METROPOLITANA,FINCA ESTANZUELA CELDA,tmipuser,17/04/2024 11:14:44,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,yensis.calgua,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: GVCAGTFEN1D1B01A21ENM1 | Puerto: 100GE0/2/26 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,17/04/2024 10:45:17,17/04/2024 20:41:09,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: GVCAGTFEN1D1B01A21ENM1 | Puerto: 100GE0/2/26 Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.174.172.80
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico: GVCA",1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,DESASTRE NATURAL,FIBRA OPTICA,closed,f,,,,17-APR-24,FALLA NO.: F5463090 TAREA FO: F5463090-002 TIPO DE FALLA: ULTIMA MILLA TRAMO DE FIBRA: FINCA ESTANZUELA - SANTA ELENA BARILLAS LATITUD DE CORTE DE F. O: 14.408968 LONGITUD DE CORTE DE F.O: -90.536689,1,0,14.408968,-90.536689,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
434,F5463395,F5463395-003,DATOS,ROUTER,TELGUA,17/04/2024 14:11:36,17/04/2024 20:53:55,6.71,Guatemala,CENTRAL,SAN LUIS OBISPO MC CELDA,tmipuser,17/04/2024 16:47:50,FRONT OFFICE,WO - CCR GT,,marlon.martinez,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: OTAXGTSUN1W1A01AA3ENM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,17/04/2024 13:48:03,17/04/2024 20:53:45,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: OTAXGTSUN1W1A01AA3ENM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.87.2.138
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Desc",1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,ROEDORES O INSECTOS,FIBRA OPTICA,closed,f,,,,17-APR-24,INFORMA OSCAR FLORES CARLOS MEJIA Y HECTOR SOBERANIS Y DE PLANTA INTERNA MIGUEL HERNANDEZ QUE SE UBICO DAÑO EN MUFA SE REHIZO EMPALME DE 24 FUCIONES CON SUS TERMOS Y UNA MUFA FOX 450 NUEVA CORTE DEBID,1,0,14.074998,-90.470885,ULTIMA MILLA,SI,1.DAÑO / ROBO DE MUFA O CIERRE FO / FAT /HUB BOX / NAP,1.1 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO/FAT/NAP/HUB,,
