recid,NUMERO,TAREA,CATEGORY,SUBCATEGORY,COMPANY,INICIO_FALLA,CIERRE_FALLA,TIEMPO_TOTAL,COUNTRY,TG_REGION,LOCATION_FULL_NAME,OPENED_BY,ASSIGN_DATE,ASSIGNMENT,ASSIGN_DEPT,GRUPO_ASIGNACION,ASSIGNED_TO,BRIEF_DESCRIPTION,PROBLEM_TYPE,PRODUCT_TYPE,INICIO_AFECTACION,FIN_AFECTACION,DESC_FALLA,SEVERITY,TG_CANTIDAD_DSLAM,TG_SEVERIDAD,PROBLEM_STATUS,RESOLVED_GROUP,CLOSED_BY,RESOLUTION_CODE,RES_ANAL_CODE,STATUS,TG_CLIENTEEMPRESARIAL,NOMBRE_WO,INICIO_WO,FIN_WO,CLOSE_TIME,RESOLUCION,TG_CANT_CLIENTES_AFECTADOS,TG_CANTIDAD_CELDAS,Latitud_del_corte_de_FO,Longitud_del_corte_de_FO,Tipo,Falla_de_Fibra_Óptica,Reparación_Principal_FO,Reparación_específica_FO,Tramo_de_FO,Tramo_sin_Documentar
379,F5034760,F5034760-001,TRANSMISION,DWDM,TELGUA,14/05/2023 19:36:29,15/05/2023 00:43:45,5.12,Guatemala,ORIENTE,COBAN UR,tmipuser,14/05/2023 19:59:18,FRONT OFFICE,WO - CCR GT,WO - UFINET,thomas.peliz,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Coban | Puerto: 0-Salama / Sacapulas-6-11AST2-2(RM2/TM2 Dir Sacapulas)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.50 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: VCOBGTCO,CAIDA TOTAL,DWDM SIN PROTECCION,14/05/2023 19:35:47,15/05/2023 00:35:16,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Coban | Puerto: 0-Salama / Sacapulas-6-11AST2-2(RM2/TM2 Dir Sacapulas)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.50 Causa Probable: OSC_LOS is declared if the input power is lower than the ,1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,15-MAY-23," SEGUN CORREO DE UFINET TIK-281531-J4X1: ""15/05/2023 12:08 AM SE LES INFORMA QUE SE FINALIZA LABORES DESDE LAS 12:04 AM, FAVOR DE VALIDAR SERVICIO CAUSA: FIBRA QUEMADA POR CORTOCIRCUITO SOLUCIÓN: TENDI",0,1,.,.,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
380,F5035047,F5035047-003,DATOS,ROUTER,TELGUA,15/05/2023 06:07:30,15/05/2023 12:58:34,6.85,Guatemala,CENTRAL,LAS TRANCAS JUTIAPA CELDA,tmipuser,15/05/2023 08:46:47,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,yensis.calgua,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: JTPAGTTJN1T1A01A21ENM1 | Puerto: GigabitEthernet0/2/5 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,15/05/2023 05:50:07,15/05/2023 12:08:52,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: JTPAGTTJN1T1A01A21ENM1 | Puerto: GigabitEthernet0/2/5 Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.87.6.90
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico",1,0,2,Closed,GT - F.O MOVIL,diego.taguite,ROEDORES O INSECTOS,FIBRA OPTICA,closed,f,,,,15-MAY-23, FALLA NO.: F5035047 TAREA DE FO : F5035047-003 TIPO DE FALLA: ULTIMA MILLA TRAMO DE FIBRA: CELDA CERRO GRANDE - LAS TRANCAS LATITUD DE CORTE DE F. O: 14.2842678 LONGITUD DE CORTE DE F.O: -89.8367054 R,1,0,14.2842678,-89.8367054,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
381,F5035217,F5035217-002,DATOS,ROUTER,TELGUA,15/05/2023 08:49:46,15/05/2023 16:16:10,7.44,Guatemala,ORIENTE,SANTA BARBARA Y MATANZAS CELDA,tmipuser,15/05/2023 09:37:09,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,thomas.peliz,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: BSJEGTSBN1R1A01A01YOM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,15/05/2023 08:31:58,15/05/2023 16:09:48,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: BSJEGTSBN1R1A01A01YOM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910I - Direccion IP: 10.72.49.168
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Des",1,0,2,Closed,GT - F.O MOVIL,juan.leon,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,15-MAY-23," *COMENTARIO GENERAL DE CIERRE: SE ENCUENTRA DAÑO EN CABLE Y SE HALA RESERVA SE REALIZAN 12 FUSIONES F.O LEONARDO AQUINO, JUAN LUIS CARDONA, VÁLIDA POR FONT OFFICE GRISELDA RIOS Y RODOLFO SICAN DE BO I",1,2,15.088732,-90.182718,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
382,F5035611,F5035611-002,TRANSMISION,FIBRA OPTICA,TELGUA,15/05/2023 12:32:32,15/05/2023 18:35:17,6.05,Guatemala,ORIENTE,LOS AMATES UR,tmipuser,15/05/2023 12:58:01,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,marlon.martinez,"RMDOMAIN .Alcatel_1354_General PATH ""01/SM64/IAMAGTAMN1T1H4N2/IPBAGTPBN1T1H4N1_AC3(UFINET)""",CAIDA TOTAL,CORTE DE FIBRA,15/05/2023 12:27:26,15/05/2023 18:26:12,"ManagedObject: RMDOMAIN .Alcatel_1354_General PATH ""01/SM64/IAMAGTAMN1T1H4N2/IPBAGTPBN1T1H4N1_AC3(UFINET)""
AddText: |{RMServiceState=inService|RMObjectType=physicallink}|Media Failure|01/SM64/IAMAGTAMN1T1H4N2/IPBAGTPBN1T1H4N1_AC3(UFINET)||{}|notAck|1 message=ALARM_NOTIF[notificationType=alarmRaise|c",1,0,2,Closed,GT - F.O MOVIL,juan.leon,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,15-MAY-23," SE PROCEDE A CIERRE COMENTARIO GENERAL DE CORTE: DAÑO PROVOCADO POR MAQUINARIA,  DAÑO EN CABLE CANALIZADO.SE REALIZARON 2 APIQUES PARA INTERCEPTAR CABLE CANALIZADO..INSTALÓ 220MTS DE CABLE DE 48...DOS",1,0,15.57.42,-88.62.33,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
383,F5035970,F5035970-002,TRANSMISION,DWDM,TELGUA,15/05/2023 16:28:06,16/05/2023 00:28:04,8,Guatemala,ORIENTE,LOS AMATES UR,tmipuser,15/05/2023 17:24:14,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,rodriguez.brayan,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Los Amates | Puerto: 0-Zacapa/Puerto Barrios-6-11AST2-1(RM1/TM1-Dir Zacapa)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.210.4.202 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: IAMAGTAM,CAIDA TOTAL,DWDM SIN PROTECCION,15/05/2023 16:16:20,16/05/2023 00:28:02,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Los Amates | Puerto: 0-Zacapa/Puerto Barrios-6-11AST2-1(RM1/TM1-Dir Zacapa)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.210.4.202 Causa Probable: OSC_LOS is declared if the input power is lower tha,1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,16-MAY-23, *TIPO DE FALLA: BACKBONE *TRAMO DE FIBRA: ZACAPA -AMATES *LATIDUD DE CORTE DE F. O: 15.2474620 *LONGITUD DE CORTE DE F.O: -89.1579520 *REPARACION PRINCIPAL DE F.O.: 3 *REPARACION ESPECIFICA DE F. O: 3,1,0,15.2474620,15.2474620,BACKBONE,SI,1.DAÑO / ROBO DE MUFA O CIERRE FO / FAT /HUB BOX / NAP,1.1 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO/FAT/NAP/HUB,CC_PETROZAC_GT_ZACAPA_ZONA_1,
384,F5036035,F5036035-003,TRANSMISION,MUX SDH,CLARO_XT,15/05/2023 17:13:55,16/05/2023 04:44:30,11.51,Guatemala,METROPOLITANA,MONTE MARIA CT AGUILAR BATRES XT,juan.leon,15/05/2023 21:52:21,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,estefany.roldan,SITIO XT NO EN DB GUATEMALA | LINK DOWN | THE LINK IS DOWN I.E. NOT OPERATIONAL | TELGUAGUARDA-8630-,RENDIMIENTO,MUX SDH SMT1,15/05/2023 17:13:54,16/05/2023 04:44:29,"SITIO XT NO EN DB GUATEMALA | LINK DOWN | THE LINK IS DOWN I.E. NOT OPERATIONAL | TELGUAGUARDA-8630-01 |
TELLABS 8600
THE LINK IS DOWN I.E. NOT OPERATIONAL.

HARDWARETYPE: ETHERNET LINE CARD 1, NODE NAME : TELGUAGUARDA-8630-01, TRUNK NAME :  , TRUNK FAULT RECOVERY STATUS : UNDEFINED,  SUBRACK'S HARD",2,0,3,Closed,FRONT OFFICE,alexanderf.lopez,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,HARDWARE,closed,f,,,,16-MAY-23, HECTOR  QUEZADA INDCIA QUE  SE  DEJA EN SERVICIO  YF UNCIOANNDO   CONFIRMA   JOSE MONROY DE  BO IP   SE  ENCONTRO  DEGRADACION EN  UN HILO SE  REFUCIONO EN  2 MUFAS   LOGRANDO  EL  OBJETIVO  QUEDANDO,0,0,14.3743.2,-90.3319.0,ULTIMA MILLA,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,1.2 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO/HUB BOX DE ,TIKAL XT-LA BRIGADA,
385,F5036604,F5036604-002,DATOS,ROUTER,TELGUA,16/05/2023 02:07:00,16/05/2023 12:32:35,10.43,Guatemala,CENTRAL,RIO MIRAMUNDO CELDA,tmipuser,16/05/2023 02:19:16,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,estefany.roldan,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: LJALGTRMN1R1A01A01YOM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,16/05/2023 01:51:45,16/05/2023 11:15:26,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: LJALGTRMN1R1A01A01YOM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN905 - Direccion IP: 10.87.6.28
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Descri",1,0,2,Closed,GT - F.O MOVIL,diego.taguite,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,16-MAY-23, SE REALIZO  ODF POR ROEDORES VALIDA MARIO CHAN DE BO IP INFORMMA LUIS CARDONA TRAMO MIRAMUNDO HACIA ARRIBA MIRAMUNDO UM LATITUD 14.5416 LONGITUD -90.0989 CODIGO DE CIERRE 4 Y 4.1,0,1,14.5416,-90.0989,ULTIMA MILLA,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.1 EMPALME O FUSION POR HILO DE FO EN DISTRIBUIDOR OPTICO,CC_VARIEDADES_GENESIS_SV_MIRAMUNDO,
386,F5036722,F5036722-003,TRANSMISION,DWDM,TELGUA,16/05/2023 04:21:09,16/05/2023 13:39:10,9.3,Guatemala,METROPOLITANA,TORRE ZONA 08,herrera.enio,16/05/2023 04:38:59,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,estefany.roldan,AMX-2 || INC || APR LINE || GUASTATOYA - GUARDA VIEJO || INOC 2023051675000019,ENLACE FUERA DE GESTION,CORTE DE FIBRA,16/05/2023 04:21:07,16/05/2023 13:38:05,"INOC REPORTA AMX-2 || INC || APR LINE || GUASTATOYA - GUARDA VIEJO || INOC 2023051675000019, SEGUN SUS MEDICIONES EVENTO A 42.8 KM DESDE GUASTATOYA SOBRE AMBOS HILOS HACIA GUARDA VIEJO.",4,0,Falla sin Afectación,Closed,GT - F.O MOVIL,juan.leon,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,16-MAY-23," SE INSTALARON 100 MTS DE CABLE OPTICO 48 HILOS SE REALIZARON 96 FUSIONES 48 EN CADA EXTREMO, DOS EMPALMES",0,0,14.749169,-90.322236,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
387,F5037118,F5037118-002,DATOS,ROUTER,TELGUA,16/05/2023 10:16:28,16/05/2023 18:45:08,8.48,Guatemala,ORIENTE,BUENA VISTA MIRAMAR CELDA,tmipuser,16/05/2023 10:42:45,FRONT OFFICE,WO - CCR GT,WO - UFINET,marlon.martinez,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: ILIVGTBVN1W1A01A03ENM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,16/05/2023 10:01:08,16/05/2023 18:40:09,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: ILIVGTBVN1W1A01A03ENM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.103.91.83
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Des",1,0,2,Closed,FRONT OFFICE,bernie.cubur,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,16-MAY-23, MARCO PACAY INDICA QUE SE VALIDA ENLACE CON   JOSE PORTILLO DE BO IP   UFINET  INFORMA NADA MAS QUE CORTE PROBOCADO  POR MUNICIPALIDAD   NO BRINDA MAS INFORMACION PARA PODER LLENAR PLANTILLA CIERRE DE,1,0,NO BRINDA UFINET,NO BRINDA UFINET,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
388,F5037628,F5037628-001,DATOS,SWITCH,TELGUA,16/05/2023 14:46:50,16/05/2023 19:43:20,4.94,Guatemala,OCCIDENTE,NUEVO CAJOLA RETALHULEU CELDA,tmipuser,16/05/2023 15:43:00,FRONT OFFICE,WO - CCR GT,,rodriguez.brayan,GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: RCHAGTNCN1R1A01A01YOM1 | Puerto: GigabitEthernet0/2/5 Interfaz Generica,RENDIMIENTO,PUERTO FUERA DE SERVICIO,16/05/2023 14:26:31,16/05/2023 19:43:18,"GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: RCHAGTNCN1R1A01A01YOM1 | Puerto: GigabitEthernet0/2/5 Interfaz Generica
Tipo de Equipo: ATN905 - Direccion IP: 10.72.52.178
Causa Probable: The input optical power was too low
Descripcion de Alarma (ESP): Modulo optico invalido
Mn",1,0,3,Closed,FRONT OFFICE,alexanderf.lopez,CORRECCION ATENUACION FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,16-MAY-23," INFORMA AXEL MORALES QUE SE INSTALARON 200 MTS DE CABLE Y SE REALIZAN 12 FUCIONES CORTE DEBIDO A ATENUACION, CONFIRMA BYRON RODRIGUEZ QUE SE TIENE -8.8 EN CAJOLA Y EN CHAMPERICO -9.6 TRABAJO HECTOR ME",0,0,14.18424,-91.15354,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",CC_MP_GT_CHAMPERICO,
389,F5038323,F5038323-001,DATOS,ROUTER,TELGUA,17/05/2023 00:15:32,17/05/2023 11:47:54,11.54,Guatemala,ORIENTE,NINO PERDIDO CELDA,tmipuser,17/05/2023 01:07:40,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,jonatan.escobar,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: BSALGTNPN1W1A01A02ENM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,17/05/2023 00:00:09,17/05/2023 10:53:53,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: BSALGTNPN1W1A01A02ENM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.72.49.175
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Des",1,0,2,Closed,GT - F.O MOVIL,diego.taguite,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,17-MAY-23," -*- ELIO ALDANA INDICA QUE CONFIRMA LUIS ESCOBAR DE B.O IP SERVICIO OPERATIVO SE ENCONTRO DAÑO A 2349 MTS DESDE PURULA, CAMION DE VOLETO SE LLEVO CABLE OPTICO, SE INSTALARON 400 MTS DE FIBRA, SE INSTA",0,8,15.2279360,-90.2243910,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.3 INSTALACION DE CABLE DE FO DUCTO DE 96 HASTA 144 FO,,
390,F5038404,F5038404-003,DATOS,ROUTER,TELGUA,17/05/2023 02:22:16,17/05/2023 12:43:13,10.35,Guatemala,METROPOLITANA,LINDA VISTA FURGON UR,tmipuser,17/05/2023 10:54:51,GT - F.O MOVIL,WO - CCR GT,,yensis.calgua,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: GVNUGTLVN1C1A01A30ENM5 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,17/05/2023 02:05:36,17/05/2023 12:16:30,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: GVNUGTLVN1C1A01A30ENM5 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.174.178.16
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
De",1,10,2,Closed,GT - F.O MOVIL,diego.taguite,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,17-MAY-23, SE TRABAJA EN  LINDA VISTA UR SALA DE TX HACIA ODF DE INTERCONEXION SE HIZO LIMPIEZA FO SE VALIDA CON PERSONAL DE BOIP INDICANDO SE ENCUENTRA ENLACE DE LINDA VISTA HACIA CENTRAL VILLA NUEVA OPERATIVO ,0,18,14.515479,-90.602371,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
391,F5039965,F5039965-003,TRANSMISION,FIBRA OPTICA,TELGUA,17/05/2023 18:23:25,18/05/2023 01:03:37,6.67,Guatemala,METROPOLITANA,TORRE ZONA 08,tmipuser,17/05/2023 21:40:08,FRONT OFFICE,WO - CCR GT,WO - UFINET,juan.donis,"RMDOMAIN .Alcatel_1354_General PATH ""01/SM16/CUILAPA/BRHM5_A49""",CAIDA TOTAL,CORTE DE FIBRA,17/05/2023 18:14:10,18/05/2023 01:03:33,"ManagedObject: RMDOMAIN .Alcatel_1354_General PATH ""01/SM16/CUILAPA/BRHM5_A49""
AddText: |{RMServiceState=inService|RMObjectType=physicallink}|Media Failure|01/SM16/CUILAPA/BRHM5_A49||{}|notAck|1 message=ALARM_NOTIF[notificationType=alarmRaise|currentAlarmId=7422678|friendlyName=01/SM16/CUILAPA/BRHM5",1,0,2,Closed,FRONT OFFICE,eddy.calderon,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,18-MAY-23, INFORMA JOSE REVOLORIO QUE PERSONAL DE UFINET TRABAJO EN REPARACION DE TRAMO DE FIBRA INDICA QUE VALIDO SERVICIO CON PERSONAL DE BO TX JIMMY BORRAYES. SOLICITA CIERRE DE WO.  *NOC REGIONAL* *CIERRE FA,1,0,.,.,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
392,F5040301,F5040301-001,TRANSMISION,DWDM,TELGUA,18/05/2023 03:51:47,18/05/2023 14:01:58,10.17,Guatemala,OCCIDENTE,MAZATENANGO CTRAL,tmipuser,18/05/2023 05:35:06,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,juan.donis,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Mazatenango | Puerto: 0-Escuintla/Retalhuleu-6-11AST2-2(RM2/TM2-Dir Escuintla)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.218 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: MZTNGTMZ,CAIDA POTENCIAL,DWDM CON PROTECCION AUTOMATICO,18/05/2023 03:50:16,18/05/2023 13:04:58,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Mazatenango | Puerto: 0-Escuintla/Retalhuleu-6-11AST2-2(RM2/TM2-Dir Escuintla)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.218 Causa Probable: OSC_LOS is declared if the input power is lower ,2,0,3,Closed,GT - F.O MOVIL,juan.leon,TRABAJOS DE TERCEROS,ADMINISTRATIVO,closed,f,,,,18-MAY-23, SE COMUNICA CARLOS FUENTES INDICA QUE NO HAY SIITO AFECTADOS POR LO QUE SOLICITA QUE SE PASE A FALLA SIN AFECTACION -*-* CARLOS FUENTES COLOCA A EN LINA A HECTOR MEJIASE CORREIO RESERVA 350 MTS Y EMPA,0,0,14.418681,-91.363062,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
393,F5040390,F5040390-002,TRANSMISION,FIBRA OPTICA,TELGUA,18/05/2023 06:45:50,18/05/2023 14:15:17,7.49,Guatemala,CENTRAL,OJO DE AGUA TIA MARIA CELDA,tmipuser,18/05/2023 07:36:51,GT - F.O MOVIL,WO - CCR GT,WO - UFINET,marlon.martinez,"RMDOMAIN .Alcatel_1354_General PATH ""01/SM64/JPASGTOAHM0_A49/BRBRGTBRHM4_AC1(UFINET)""",CAIDA TOTAL,CORTE DE FIBRA,18/05/2023 06:40:26,18/05/2023 14:11:43,"ManagedObject: RMDOMAIN .Alcatel_1354_General PATH ""01/SM64/JPASGTOAHM0_A49/BRBRGTBRHM4_AC1(UFINET)""
AddText: |{RMServiceState=inService|RMObjectType=physicallink}|Media Failure|01/SM64/JPASGTOAHM0_A49/BRBRGTBRHM4_AC1(UFINET)||{}|notAck|1 message=ALARM_NOTIF[notificationType=alarmRaise|currentAlarmI",1,0,2,Closed,GT - F.O MOVIL,juan.leon,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,18-MAY-23," JOSE REVOLORIO  SOLICITA CIERRE INDICA QUE UFINET CORRE RESERVA DE 50 METROS  REALIZANDO   12 FUCIONES    NO SE TIENE MAS DATOS PARA LLENADO DE DATOS EN PLANTILLA DE CIERRE FO , VALIDA OPERATIVIDAD SE",0,1,NO BRINDA UFINET,NO BRINDA UFINET,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
394,F5040440,F5040440-002,DATOS,SWITCH,TELGUA,18/05/2023 07:46:54,18/05/2023 14:01:58,6.25,Guatemala,OCCIDENTE,JACALTENANGO CONCEPCION HUISTA CELDA,tmipuser,18/05/2023 11:05:05,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,yensis.calgua,GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: HJACGTJON1W1A01AA1YOM1 | Puerto: GigabitEthernet0/2/5 Interfaz Generica,RENDIMIENTO,PUERTO FUERA DE SERVICIO,18/05/2023 07:26:35,18/05/2023 12:51:12,"GT | Alarma: Optical Invalid | Descripcion: Optical Invalid | Equipo: HJACGTJON1W1A01AA1YOM1 | Puerto: GigabitEthernet0/2/5 Interfaz Generica
Tipo de Equipo: ATN905 - Direccion IP: 10.87.5.72
Causa Probable: The input optical power was too low
Descripcion de Alarma (ESP): Modulo optico invalido
Mnem",1,0,3,Closed,GT - F.O MOVIL,juan.leon,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,18-MAY-23," -*-* UBER GOMEZ INDICA QUE CORTE DE FIBRA FUE POR PODA DE ARBOL, SE CORRE RESERVA A DOS POSTES, SE REALIZAN DOCE EMPALMES  -* VALIDA MARIO CHANG DE B.O",0,0,15.65076,-91.690943,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.1 INSTALACION DE CABLE DE FO AOTV DE 6 FO,,
