recid,NUMERO,TAREA,CATEGORY,SUBCATEGORY,COMPANY,INICIO_FALLA,CIERRE_FALLA,TIEMPO_TOTAL,COUNTRY,TG_REGION,LOCATION_FULL_NAME,OPENED_BY,ASSIGN_DATE,ASSIGNMENT,ASSIGN_DEPT,GRUPO_ASIGNACION,ASSIGNED_TO,BRIEF_DESCRIPTION,PROBLEM_TYPE,PRODUCT_TYPE,INICIO_AFECTACION,FIN_AFECTACION,DESC_FALLA,SEVERITY,TG_CANTIDAD_DSLAM,TG_SEVERIDAD,PROBLEM_STATUS,RESOLVED_GROUP,CLOSED_BY,RESOLUTION_CODE,RES_ANAL_CODE,STATUS,TG_CLIENTEEMPRESARIAL,NOMBRE_WO,INICIO_WO,FIN_WO,CLOSE_TIME,RESOLUCION,TG_CANT_CLIENTES_AFECTADOS,TG_CANTIDAD_CELDAS,Latitud_del_corte_de_FO,Longitud_del_corte_de_FO,Tipo,Falla_de_Fibra_Óptica,Reparación_Principal_FO,Reparación_específica_FO,Tramo_de_FO,Tramo_sin_Documentar
128,F5906509,,TRANSMISION,DWDM,TELGUA,29/01/2025 14:54:17,30/01/2025 00:50:29,9.94,Guatemala,ORIENTE,ZACAPA,tmipuser,29/01/2025 23:39:13,FRONT OFFICE,WO - CCR GT,,marcos.balsells,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Zacapa | Puerto: 0-Amates/Chiquimula-4-11AST2-2(RM2/TM2-Dir Los Amates)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.210.5.76 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: ZCPAGTZC,CAIDA TOTAL,DWDM SIN PROTECCION,29/01/2025 14:52:25,30/01/2025 00:49:34,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Zacapa | Puerto: 0-Amates/Chiquimula-4-11AST2-2(RM2/TM2-Dir Los Amates)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.210.5.76 Causa Probable: OSC_LOS is declared if the input power is lower than the,1,0,2,Closed,FRONT OFFICE,josea.corado,RESTABLECIMIENTO  DE SOFTWARE,TRANSMISION,closed,f,,,,30-JAN-25,*NOC REGIONAL* *CIERRE FALLA:* F5906509 *HORA DE INICIO:* 29/01/2025 14:54 *PAÍS:* GUATEMALA *EVENTO:* PERDIDA DE SEÑAL OPTICA A NIVEL DWDM REGIONAL EN GUATEMALA ENTRE RIO HONDO - ZACAPA - LOS AMATES,0,1,15.042687,-89.584144,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TECULUTAN-RIO HONDO_UFINET,
129,F5906714,F5906714-002,MOVIL,BSC,TELGUA,29/01/2025 16:54:15,29/01/2025 18:59:50,2.09,Guatemala,CENTRAL,LG4228_17_DE_ENERO_TIQUISATE,tmipuser,29/01/2025 17:02:18,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,jonatan.escobar,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,CAIDA TOTAL,BSC FALLA DE HARDWARE,29/01/2025 16:48:01,29/01/2025 18:32:04,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG4228 - 17_DE_ENERO_TIQUISATE Enodeb IP: 10.111.145.104
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=5, ProcType=SGP, ProcNo=3, MCC=704, MNC=01, EnodeBType=MACRO,",1,0,2,Closed,GT - F.O MOVIL,iboy.victor,CONFIGURACIONES,INTERVENCION A LA RED,closed,f,,,,29-JAN-25,FALLAS NO.:  F5906714 TAREA DE FO 5906714-002 TIPO DE FALLA: ÚLTIMA MILLA TRAMO DE FIBRA: UR TIQUISATE- 17 DE ENERO LATITUD DE CORTE DE F. O: 14.279692 LONGITUD DE CORTE DE F.O: -91.360461 REPARACIÓN,0,1,14.279692,-91.360461,ULTIMA MILLA,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN,TRAMO NO DOCUMENTADO,UR TIQUISATE- 17 DE ENERO
130,F5906873,F5906873-003,MOVIL,BSC,TELGUA,29/01/2025 19:36:03,30/01/2025 01:06:44,5.51,Guatemala,ORIENTE,WG2534_TANCHI,tmipuser,29/01/2025 19:47:46,GT - F.O MOVIL,WO - CCR GT,,marcos.balsells,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,RENDIMIENTO,BSC FALLA DE HARDWARE,29/01/2025 19:28:30,30/01/2025 01:06:43,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG2534 - WG2534_TANCHI Enodeb IP: 10.111.182.188
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=0, SlotNo=10, ProcType=SGP, ProcNo=10, MCC=704, MNC=01, EnodeBType=MACRO, Enode",1,0,3,Closed,GT - F.O MOVIL,julio.barrera,RESTABLECIMIENTO DE TRANSMISION,TRANSMISION,closed,f,,,,30-JAN-25,DIETER LEAL INDICA QUE SE ATIENDE CORTE POR PODA DE ARBOLES  AGREGA QUE SE RELIZO CRUCE DE 2 HILOS DEJANDO ENLACE OPERATIVO VALIDA JUAN FUNES DE BO IP  CHICOJL-TANCHI,0,0,15.507705,-90.274019,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,TRAMO NO DOCUMENTADO,CHICOJL-TANCHI
131,F5907631,F5907631-002,CONMUTACION,IMS_ACCESO,TELGUA,30/01/2025 11:07:21,30/01/2025 18:21:40,7.24,Guatemala,ORIENTE,PUERTO BARRIOS UR,tmipuser,30/01/2025 11:16:09,FRONT OFFICE,WO - CCR GT,,mynor.adqui,GT - CORTE DE FIBRA EN ONTS EN H903GPHF DEL GPON M02_IPBAGTPB_OLT_PUERTO_BARRIOS,CAIDA PARCIAL,INCIDENTE CONMUTACION,30/01/2025 10:51:13,30/01/2025 16:35:43,"GT - CORTE DE FIBRA EN ONTS EN H903GPHF DEL GPON M02_IPBAGTPB_OLT_PUERTO_BARRIOS

Huawei/U2000;167773348;/shelf=0/slot=8/fb=0/domain=UNKNOWN/port=0/highPath=2/lowPath=0
native ProbableCause=The distribute fiber is broken or the OLT cannot receive expected optical signals from the ONT(LOSi/LOBi),
Pro",1,0,2,Closed,FRONT OFFICE,william.iquite,FALLA DE RED COMERCIAL,FIBRA OPTICA,closed,f,,,,30-JAN-25,"ELMER MATA INFORMA QUE TRABAJO KENNET BROWN INFORMA QUE SE REALIZA CABLEADO DE ACOMETIDA INFORMA QUE NO PERTENECE A FIBRA OPTICA, FALLA PERTENECE A MASIVO, SE VALIDA CON LUIS BARRIENTOS DE BO CX. NO B",8,0,NO BRINDA,NO BRINDA,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.3 INSTALACION DE CABLE DE FO DUCTO DE 96 HASTA 144 FO,TRAMO NO DOCUMENTADO,OLT_PUERTO_BARRIOS
132,F5907746,F5907746-002,MOVIL,BTS,TELGUA,30/01/2025 12:26:07,30/01/2025 17:36:39,5.18,Guatemala,OCCIDENTE,WG5843_PERIFERICO_XELA_NORTE,tmipuser,30/01/2025 13:33:55,GT - F.O MOVIL,WO - CCR GT,,hugok.anderson,"RADIOBASE_HUAWEI .""WG5843_PERIFERICO_XELA_NORTE_ID_WG5843""",CAIDA PARCIAL,SECTOR O RADIO CON DANO,30/01/2025 12:10:32,30/01/2025 15:51:33,"ManagedObject: RADIOBASE_HUAWEI .""WG5843_PERIFERICO_XELA_NORTE_ID_WG5843""
AddText: Guatemala ---NodeB 3G FUERA, SECTORES FUERA DE SERVICIO EN: WG5843",1,0,2,Closed,GT - F.O MOVIL,iboy.victor,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,30-JAN-25,MYNOR CELADA Y BYRON CIFUENTES INDICA QUE SE REALIZA 2 FUSIONES EN CAJA OPTICA DEJANDO TODO OK. SE PROCEDE A CIERRE.,0,1,14.895783,-91.458485,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,TRAMO NO DOCUMENTADO,SALCAJA - PERIFERICO NORTE XELA
133,F5908073,F5908073-001,MOVIL,BTS,TELGUA,30/01/2025 15:47:55,31/01/2025 00:22:58,8.58,Guatemala,METROPOLITANA,WG4323_MIRADOR_SAN_CRISTOBAL,tmipuser,30/01/2025 15:52:38,GT - F.O MOVIL,WO - CCR GT,,thomas.peliz,"RADIOBASE_HUAWEI .""MIRADOR_SAN_CRISTOBAL_ID_WG4323""",CAIDA PARCIAL,SECTOR O RADIO CON DANO,30/01/2025 15:23:57,31/01/2025 00:22:57,"ManagedObject: RADIOBASE_HUAWEI .""MIRADOR_SAN_CRISTOBAL_ID_WG4323""
AddText: Guatemala ---NodeB 3G FUERA, SECTORES FUERA DE SERVICIO EN: WG4323",1,0,2,Closed,GT - F.O MOVIL,julio.barrera,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,f,,,,31-JAN-25,SE COMUNICA GILMAR SE INSTALA TRAMO DE FO DE 75 METROS DE FO 12 HILOS SE COLOCA UN CIERRE ATIENDEN CARLOS CASTELLANO ALEX BOBADILLA Y MIGUEL ANGEL LIMA  VALIMA PEDRO MIRANDO DE BO IP,1,0,14.580238,-90.597458,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,TRAMO NO DOCUMENTADO,*CENTRAL DE SAN CRISTOBAL A MIRADOR SAN CRISTOBAL*
134,F5908369,F5908369-002,MOVIL,BSC,TELGUA,30/01/2025 20:49:18,31/01/2025 06:16:56,9.46,Guatemala,CENTRAL,WG1264_EL_QUETZAL_PASACO,tmipuser,30/01/2025 21:09:30,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,marlon.martinez,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,CAIDA TOTAL,BSC FALLA DE HARDWARE,30/01/2025 20:47:36,31/01/2025 06:16:54,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG1264 - EL_QUETZAL_PASACO Enodeb IP: 10.111.110.62
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=1, SlotNo=5, ProcType=SGP, ProcNo=1, MCC=704, MNC=01, EnodeBType=MACRO, Enod",1,0,2,Closed,GT - F.O MOVIL,julio.barrera,MANTENIMIENTO CORRECTIVO,INTERVENCION A LA RED,closed,f,,,,31-JAN-25,FALLAS NO.:  F5908369 TAREA DE FO 5908369-002 TIPO DE FALLA: BACKBONE TRAMO DE FIBRA: QUETZAL PASACO-LAGUNA EL COMENDADOR LATITUD DE CORTE DE F. O: 13.962569 LONGITUD DE CORTE DE F.O: -90.248435 REPAR,0,1,13.962569,-90.248435,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN,TRAMO NO DOCUMENTADO,*quetzal pasaco-laguna el Comendador*
135,F5908571,F5908571-003,TRANSMISION,MUX SDH,TELGUA,31/01/2025 02:45:27,31/01/2025 11:31:32,8.77,Guatemala,ORIENTE,RIO HONDO UR,luis.e.gonzalez,31/01/2025 09:45:43,GT - F.O MOVIL,WO - CCR GT,,mynor.adqui,AMX-2 || INC || GUSTATOYA-RIO HONDO || APR LINE || 2025013175000011,CAIDA PARCIAL,MUX SDH SMT1,31/01/2025 02:45:25,31/01/2025 11:31:12,"AMX-2 || INC || GUSTATOYA-RIO HONDO || APR LINE || 2025013175000011
SOLICITAMOS SU APOYO PARA REVISAR EL SIGUIENTE ENLACE, ESTAMOS OBSERVANDO CORTE DE FIBRA INICIANDO A LAS 02:01 GMT-6.",3,0,2,Closed,GT - F.O MOVIL,gustavo.quezada,SINCRONIA,TRANSMISION,closed,f,,,,31-JAN-25,SE COMUNICA LEONARDO AQUINO INDICANDO QUE SEGUN COMENRARIO DE ADALBERTO DIAZ SEGUN CORREO SE PROCEDERA AL CIERRE DE LA FALLA  SE COMUNICA LEONARDO AQUINO INDICANDO QUE VALIDA ALVERTO DIAS DE INOC QUE,1,0,14.88306,-90.058204,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.3 INSTALACION DE CABLE DE FO DUCTO DE 96 HASTA 144 FO,TRAMO NO DOCUMENTADO,GUSTATOYA HACIA RIO HONDO
136,F5908807,F5908807-001,TRANSMISION,DWDM,TELGUA,31/01/2025 09:12:45,31/01/2025 11:37:11,2.41,Guatemala,OCCIDENTE,SOLOLA UR,tmipuser,31/01/2025 10:47:35,GT - F.O MOVIL,WO - CCR GT,WO - UFINET,bryan.sutuj,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Solola | Puerto: 1-Totonicapan-15-11AST2-2(RM2/TM2-Dir Quiche)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.5.42 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: SLLAGTSL,CAIDA TOTAL,DWDM SIN PROTECCION,31/01/2025 09:10:47,31/01/2025 11:37:09,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Solola | Puerto: 1-Totonicapan-15-11AST2-2(RM2/TM2-Dir Quiche)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.5.42 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS,1,0,2,Closed,GT - F.O MOVIL,gustavo.quezada,FALLA DUPLICADA,ADMINISTRATIVO,closed,f,,,,31-JAN-25,"ADMINISTRATIVO SE LLAMA A SUP. EDGAR MATUL DESVIA LLAMADAS A JOSE CARLOS SEMEYA, INDICA QUE SE ESTA TRABAJANDO CON FALLA **F5892805** SE SOLICITO A TX TRABAJAR EN VENTANA DE MANTENIMIENTO.  // PERSONA",1,0,NO INDICA,NO INDICA,BACKBONE,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.1 EMPALME O FUSION POR HILO DE FO EN DISTRIBUIDOR OPTICO,SOLOLA-QUICHE_UFINET,
137,F5908925,F5908925-002,DATOS,ROUTER,TELGUA,31/01/2025 10:30:17,31/01/2025 14:48:23,4.3,Guatemala,OCCIDENTE,LA TORTUGA CELDA,tmipuser,31/01/2025 10:53:19,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,mynor.adqui,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: RTLHGTLTN1W1A02A04ENM1 | Puerto: 25GE0/2/22 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,31/01/2025 10:09:05,31/01/2025 14:36:40,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: RTLHGTLTN1W1A02A04ENM1 | Puerto: 25GE0/2/22 Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.72.63.125
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico: RTLHGT",1,0,2,Closed,FRONT OFFICE,william.iquite,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,31-JAN-25,"PERSONAL DE FIBRA INDICA VIA WHATSAPP  SE ENCONTRÓ DAÑO EN  MUFA, DAÑADO POR PODA DE ÁRBOL SE INSTALA MUFA COMMSCOPE NUEVA SE HACE 12 FUSIONES, TRABAJO EN EL LUGAR POR PARTE DE FO JORGE PÉREZ Y CRISTI",1,0,14.388454,-91.857236,BACKBONE,SI,1.DAÑO / ROBO DE MUFA O CIERRE FO / FAT /HUB BOX / NAP,1.1 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO/FAT/NAP/HUB,TRAMO NO DOCUMENTADO,TORTUGA - GRANADA
138,F5909288,F5909288-003,DATOS,ROUTER,TELGUA,31/01/2025 14:08:46,31/01/2025 19:36:06,5.46,Guatemala,CENTRAL,ESCUINTLA VI CELDA,tmipuser,31/01/2025 14:39:09,FRONT OFFICE,WO - CCR GT,,hugok.anderson,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: EESCGTEVN1W1A01A07ENM1 | Puerto: 25GE0/2/21 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,31/01/2025 13:50:57,31/01/2025 18:33:46,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: EESCGTEVN1W1A01A07ENM1 | Puerto: 25GE0/2/21 Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.103.85.215
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico: EESCG",1,0,2,Closed,FRONT OFFICE,josea.corado,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,f,,,,31-JAN-25,FALLAS NO.:  FF5909288 TAREA DE FO F5909288-002 TIPO DE FALLA: ACCESO TRAMO DE FIBRA: ESCUINTLA 6-ESCUINTLA 4 LATITUD DE CORTE DE F. O: 14.302831 LONGITUD DE CORTE DE F.O: -90.771253 REPARACIÓN PRINCI,1,0,14.302831,-90.771253,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",TRAMO NO DOCUMENTADO,ESCUINTLA VI-ESCUINTLA IV
139,F5909346,F5909346-003,MOVIL,BSC,TELGUA,31/01/2025 14:39:07,31/01/2025 21:07:31,6.47,Guatemala,OCCIDENTE,WG2330_SAN_LUCAS_TOLIMAN,tmipuser,31/01/2025 14:52:31,GT - F.O MOVIL,WO - CCR GT,,jonatan.escobar,Huawei_U2020_Mobile .gt.mx.u2020_movil_alm Managed_Element 8530,CAIDA TOTAL,BSC FALLA DE HARDWARE,31/01/2025 14:37:01,31/01/2025 21:07:30,"Guatemala Sitio 4G-LTE FUERA DE SERVICIO Enodeb Name: LG2330 - SAN_LUCAS_TOLIMAN Enodeb IP: 10.74.9.82
NeType: MME| NeLocation: Centro| vendor: Huawei| neName: MMEGT01| alarmName: S1ap Link Down| alarmLocation: SubrackNo=0, SlotNo=10, ProcType=SGP, ProcNo=11, MCC=704, MNC=01, EnodeBType=MACRO, Enode",1,3,2,Closed,GT - F.O MOVIL,julio.barrera,RESTABLECIMIENTO DE TRANSMISION,TRANSMISION,closed,f,,,,31-JAN-25,"COMENTARIO GENERAL DE CIERRE: SE ENCUENTRA DAÑO  ÁRBOL CAÍDO DAÑA EN CABLE, SE CORRE RESERVA Y SE RWLAIZA EMPALME DE 12 FUNCIONES SE DEJA NIVELES OKNIVELES RX PATULUL RX -13.87, RX TOLIMAN RX-9.21 APO",0,12,14.456198,-91.137958,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,TRAMO NO DOCUMENTADO,SAN  LUCAS TOLIMAN
140,F5909809,F5909809-002,DATOS,ROUTER,TELGUA,31/01/2025 21:11:05,01/02/2025 04:17:44,7.11,Guatemala,ORIENTE,CHIQUIMULA UR,tmipuser,31/01/2025 21:56:47,FRONT OFFICE,WO - CCR GT,WO - UFINET,marcos.balsells,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: UCHIGTCHN1D1B04B03EIM2 | Puerto: 50|100GE7/1/2 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,31/01/2025 20:59:55,01/02/2025 04:14:35,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: UCHIGTCHN1D1B04B03EIM2 | Puerto: 50|100GE7/1/2 Interfaz Generica
Tipo de Equipo: NE40E(V8) - Direccion IP: 10.179.28.53
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico: U",1,0,2,Closed,FRONT OFFICE,josea.corado,CORRECCION ATENUACION FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,01-FEB-25,"UFINET INFORMA 01/02/2025 03:38 AM ESTIMADO CLIENTE, NOS COMUNICAMOS CON USTED PARA INFORMARLE QUE SE HA IDENTIFICADO DEGRADACIÓN DEBIDO A HILO ATENUADO EN CAJA DE EMPALME, SE PROCEDIÓ A DEPURAR HILO",0,1,NO BRINDA UFINET,NO BRINDA UFINET,BACKBONE,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.1 EMPALME O FUSION POR HILO DE FO EN DISTRIBUIDOR OPTICO,CHIQUIMULA UR-CONCEPCION LAS MINAS_UFINET,
141,F5910194,F5910194-002,TRANSMISION,DWDM,TELGUA,01/02/2025 08:12:03,01/02/2025 11:43:17,3.52,Guatemala,OCCIDENTE,COATEPEQUE UR,tmipuser,01/02/2025 08:34:44,GT - F.O MOVIL,WO - CCR GT,WO - UFINET,marioa.hernandez,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Coatepeque | Puerto: 0-subrack-7-11AST2-2(RM2/TM2-Dir Retalhuleu)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: -- Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: QCOAGTCO,CAIDA TOTAL,DWDM SIN PROTECCION,01/02/2025 08:10:43,01/02/2025 11:43:15,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Coatepeque | Puerto: 0-subrack-7-11AST2-2(RM2/TM2-Dir Retalhuleu)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: -- Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS thresh,1,0,2,Closed,GT - F.O MOVIL,gustavo.quezada,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,f,,,,01-FEB-25,"FIBRA OPTICA // UFINET SE LLAMA A SUP. CARLOS FUENTES : 58263798, ENLACE OPERATIVO // NIVELES DENTRO DEL RANGO, VALIDA CARLOS OSORIO.   RETALHULEU      HACIA    COATEPEQUE",0,1,N/A,N/A,ACCESO,SI,1.DAÑO / ROBO DE MUFA O CIERRE FO / FAT /HUB BOX / NAP,1.1 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO/FAT/NAP/HUB,TRAMO NO DOCUMENTADO,RETALHULEU      HACIA    COATEPEQUE
142,F5910222,F5910222-003,MOVIL,BTS,TELGUA,01/02/2025 08:32:46,01/02/2025 18:34:40,10.03,Guatemala,METROPOLITANA,WG1026_MEM,tmipuser,01/02/2025 13:41:00,FRONT OFFICE,WO - CCR GT,,bryan.sutuj,"RADIOBASE_HUAWEI .""MEM_ID_WG1026""",CAIDA TOTAL,BTS FALLA EN EL MEDIO DE TX,01/02/2025 08:22:28,01/02/2025 18:34:39,"ManagedObject: RADIOBASE_HUAWEI .""MEM_ID_WG1026""
AddText: Guatemala Sitio 2GY3G Fuera por Transmision, RNC=GTVLL3R,  ---SITIO FUERA POR TRANSMISION WG1026 CRITICIDAD BAJO",1,0,2,Closed,FRONT OFFICE,miguel.rosales,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,01-FEB-25,"OSWALDO GARCIA, INDICA QUE SE JALO RESERVA DE 40MTS QUE ESTABA A 150MTS DE DISTANCIA.  SE INSTALO 1 MUFA **CORNIN** Y SE REALIZAN 12 FUSIONES,  CONFIRMA EN SERVICIO RUBEN ARANGO DE BO MOVI.  TRAMO DE",0,1,14.6017,-90.5596,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.1 INSTALACION DE CABLE DE FO AOTV DE 6 FO,TRAMO NO DOCUMENTADO,REFORMITA UR HACIA CELDA MEN (MINISTERIO DE ENERGIA Y MINAS)
143,F5910808,F5910808-002,DATOS,ROUTER,TELGUA,01/02/2025 17:40:07,02/02/2025 00:52:17,7.2,Guatemala,CENTRAL,PASO DE LOS JALAPAS CELDA,tmipuser,01/02/2025 18:11:57,GT - F.O MOVIL,WO - CCR GT,,jonatan.escobar,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: LJALGTPJN1D1A01A39ENM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,01/02/2025 17:23:23,02/02/2025 00:20:59,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: LJALGTPJN1D1A01A39ENM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN910D - Direccion IP: 10.87.4.78
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Descr",1,0,2,Closed,GT - F.O MOVIL,diego.taguite,TRABAJOS DE TERCEROS,FIBRA OPTICA,closed,f,,,,02-FEB-25,SE COMUNICA LUIS CARDONA QUIEN INDIA QUE SE REALIZARON 2 MUFAS 12 FUSIONES VALIDA  ESTER ANONA DE BO IP,1,0,14.9159,-90.0027,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,TRAMO NO DOCUMENTADO,*EL RANCHO -PASO LO JALAPA*
