recid,NUMERO,TAREA,CATEGORY,SUBCATEGORY,COMPANY,INICIO_FALLA,CIERRE_FALLA,TIEMPO_TOTAL,COUNTRY,TG_REGION,LOCATION_FULL_NAME,OPENED_BY,ASSIGN_DATE,ASSIGNMENT,ASSIGN_DEPT,GRUPO_ASIGNACION,ASSIGNED_TO,BRIEF_DESCRIPTION,PROBLEM_TYPE,PRODUCT_TYPE,INICIO_AFECTACION,FIN_AFECTACION,DESC_FALLA,SEVERITY,TG_CANTIDAD_DSLAM,TG_SEVERIDAD,PROBLEM_STATUS,RESOLVED_GROUP,CLOSED_BY,RESOLUTION_CODE,RES_ANAL_CODE,STATUS,TG_CLIENTEEMPRESARIAL,NOMBRE_WO,INICIO_WO,FIN_WO,CLOSE_TIME,RESOLUCION,TG_CANT_CLIENTES_AFECTADOS,TG_CANTIDAD_CELDAS,Latitud_del_corte_de_FO,Longitud_del_corte_de_FO,Tipo,Falla_de_Fibra_Óptica,Reparación_Principal_FO,Reparación_específica_FO,Tramo_de_FO,Tramo_sin_Documentar
72,F4891166,F4891166-003,TRANSMISION,DWDM,TELGUA,24/01/2023 14:48:33,25/01/2023 01:34:45,10.77,Guatemala,OCCIDENTE,HUEHUETENANGO UR,tmipuser,24/01/2023 14:59:23,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,rodriguez.brayan,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Huehuetenango | Puerto: 0-Totonicapan/Sacapulas-4-11AST2-1(RM1/TM1-Dir Totonicapan)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.186 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: HUEHGTHU,CAIDA TOTAL,DWDM SIN PROTECCION,24/01/2023 14:48:15,25/01/2023 00:50:22,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Huehuetenango | Puerto: 0-Totonicapan/Sacapulas-4-11AST2-1(RM1/TM1-Dir Totonicapan)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.186 Causa Probable: OSC_LOS is declared if the input power is l,1,0,2,Closed,GT - F.O MOVIL,diego.taguite,CORRECCION ATENUACION FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,25-JAN-23,"INFORMA VICTOR MENDEZ QUE SE CIERRE ,  SE LIMPIO ATENUACION A 12 KILOMETROS DE HUEHUETENANDO CAMBIO DE PICTAY QUE ESTABA DEL NODO TOTONICAPAN, VALIDA, NORMAN DE BO TX, PERSONAL EN CAMBPO TRABAJO UBER",0,1,14.258791,-91.479845,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN,CC_ACNUR_GT_INTERNET_ZONA_1_HUEHUETENANGO,
73,F4891700,F4891700-001,TRANSMISION,DWDM,TELGUA,24/01/2023 23:23:28,25/01/2023 09:25:02,10.03,Guatemala,ORIENTE,RIO HONDO UR,tmipuser,24/01/2023 23:37:42,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,marioa.hernandez,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Rio Hondo | Puerto: 0-Zacapa - Los Amates-4-11AST2-2(RM2/TM2 Dir Los Amates)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.5.2 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: ZRHOGTRH,CAIDA TOTAL,DWDM SIN PROTECCION,24/01/2023 23:20:34,25/01/2023 09:24:57,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Rio Hondo | Puerto: 0-Zacapa - Los Amates-4-11AST2-2(RM2/TM2 Dir Los Amates)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.5.2 Causa Probable: OSC_LOS is declared if the input power is lower than,1,0,2,Closed,FRONT OFFICE,eddy.calderon,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,f,,,,25-JAN-23,"DAÑO SE ENCUENTRA A 4 KILOMETROS DE LOS AMATES HACIA RIO HONDO, YA SE REPARO EL CORTE DE FIBRA, SE REALIZA UN EMPALME DE 24 FUSIONES, SE JALA RESERVA, CONFIRMA LUIS GONZALEZ DE BO TX, INDICA FRANCISCO",1,0,15.2510694,-89.1263334,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",LOS AMATES-RIO HONDO,
74,F4892319,F4892319-002,TRANSMISION,DWDM,TELGUA,25/01/2023 12:47:16,25/01/2023 18:15:03,5.46,Guatemala,ORIENTE,COBAN UR,tmipuser,25/01/2023 12:56:23,FRONT OFFICE,WO - CCR GT,WO - UFINET,estefany.roldan,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Coban | Puerto: 1-Local-15-11AST2-1(RM1/TM1 Dir Chisec)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.50 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: VCOBGTCO,CAIDA TOTAL,DWDM SIN PROTECCION,25/01/2023 12:45:38,25/01/2023 17:48:13,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Coban | Puerto: 1-Local-15-11AST2-1(RM1/TM1 Dir Chisec)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.4.50 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS thresho,1,0,2,Closed,FRONT OFFICE,juan.guillen,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,25-JAN-23,SEGUN COMENTARIO ANTERIOR DE MAURO MALDONADO DE BO TX SE PROCEDE A CIERRE CON ENLACE CON PARAMETROS EN NORMA   UFINET INFORMA TRABAJOS REALIZADOS 25/01/2023 05:30 PM SCAUSA: FALLA EN LA FIBRA POR CORT,1,0,NO BRINDA UFINET,NO BRINDA UFINET,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
75,F4893845,F4893845-001,TRANSMISION,FIBRA OPTICA,CLARO_XT,26/01/2023 17:03:53,26/01/2023 22:15:21,5.19,Guatemala,OCCIDENTE,COATEPEQUE ORIENTE T1_341 XT,alejandro.rodriguez,26/01/2023 19:33:19,GT - F.O MOVIL,WO - CCR GT,WO - UFINET,thomas.peliz,PERDIDA DE SEÑAL OPTICA EN DWDM ZTE ENTRE COATEPEQUE OR M9 ( GT ) - TAPACHULA M920#1 ( MX ),ENLACE FUERA DE SERVICIO,CORTE DE FIBRA,26/01/2023 17:03:51,26/01/2023 22:05:59,PERDIDA DE SEÑAL OPTICA EN DWDM ZTE ENTRE COATEPEQUE OR M9 ( GT ) - TAPACHULA M920#1 ( MX ),3,0,3,Closed,GT - F.O MOVIL,diego.taguite,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,26-JAN-23,VICTOR MENDEZ INDICA QUE SE PERSONAL DE UFINET FINALIZO TRABAJOS DEJANDO TODO OK CONFIRMA HECTOR MICULAX. 26/01/2023 21:56:23 GUATEMALA/CENTRO AMERICA (HECTOR RODOLFO MICULAX BUCH): ENLACE RESTABLE CO,0,0,NO BRINDAN DATOS,NO BRINDAN DATOS,BACKBONE,SI,1.DAÑO / ROBO DE MUFA O CIERRE FO / FAT /HUB BOX / NAP,1.1 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO/FAT/NAP/HUB,,
76,F4894867,F4894867-001,DATOS,SWITCH,TELGUA,27/01/2023 14:48:52,27/01/2023 23:55:28,9.11,Guatemala,METROPOLITANA,SAN RAFAEL ZONA 18 UR,tmipuser,27/01/2023 15:06:17,FRONT OFFICE,WO - CCR GT,,rodriguez.brayan,Guatemala || GNCYGTSRN1D1A05A361BM8 || =InterfaceDown || GigabitEthernet0/3/6 || down ||  ||  || SAN RAFAEL ZONA 18 UR || 10.78.16.139,CAIDA PARCIAL,PUERTO FUERA DE SERVICIO,27/01/2023 14:43:19,27/01/2023 23:55:25,"Guatemala || GNCYGTSRN1D1A05A361BM8 || =InterfaceDown || GigabitEthernet0/3/6 || down ||  ||  || SAN RAFAEL ZONA 18 UR || 10.78.16.139

DSLAM San Rafael CD SRA109 Huawei (10.78.16.70), omkState down
           ::::RAW DATA::::
            omkId = 63d437c2b42359416c773243
            omkTime = 167485",1,0,2,Closed,FRONT OFFICE,bernie.cubur,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,27-JAN-23,INFORMA ARIEL CHACON QUE SE VALIDA SERVICIO CON JOSE MONROY DE BO IP QUEDANDO TODO OK. COMENTA QUE SE ENCONTRO DAÑADO DENTRO DE LA UR EN EL ODF EL PIGTALL EL CUAL SE REEMPLAZO. TRABAJARON EN SITIO ROB,1,0,14.65927398,-90.44263819,ACCESO,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.4 CAMBIO DE CORDON OPTICO O PIGTAIL MONOMDO DE CUALQUIER T,,
77,F4894882,F4894882-002,DATOS,ROUTER,TELGUA,27/01/2023 15:03:30,27/01/2023 22:10:52,7.12,Guatemala,OCCIDENTE,HUEHUETENANGO UR,tmipuser,27/01/2023 16:47:54,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,walfred.rubi,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: HUEHGTHUN1T1A07A02EIM1 | Puerto: GigabitEthernet6/1/1 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,27/01/2023 14:57:24,27/01/2023 22:10:50,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: HUEHGTHUN1T1A07A02EIM1 | Puerto: GigabitEthernet6/1/1 Interfaz Generica
Tipo de Equipo: NE40E(V8) - Direccion IP: 10.179.28.35
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemo",1,0,2,Closed,FRONT OFFICE,bernie.cubur,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,27-JAN-23,"VICTOR MENDEZ INDICA QUE SE CORRIO RESERVA A 200 MTS. SE INSTALO 1 MUFA Y SE REALIZARON 24 FUSIONES. DEJANDO TODO OK. CONFIRMA JOSE MONROY DE BO IP.  SE PROCEDE A CIERRE.  TRABAJARON UBER GOMEZ, NESTO",1,0,*15.342506,-91.454480,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,HUEHUETENANGO-CHIANTLA,
78,F4894910,F4894910-002,DATOS,ROUTER,TELGUA,27/01/2023 15:26:44,27/01/2023 20:47:38,5.35,Guatemala,OCCIDENTE,PAQUILA CELDA,tmipuser,27/01/2023 17:44:55,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,marcos.balsells,GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: SNAHGTPAN1W1101A02YOM1 | Puerto:  Interfaz Generica,CAIDA TOTAL,DESCONFIGURADO,27/01/2023 15:24:37,27/01/2023 20:47:35,"GT | Alarma: The Device is offline | Descripcion: Device discontinuity | Equipo: SNAHGTPAN1W1101A02YOM1 | Puerto:  Interfaz Generica
Tipo de Equipo: ATN905 - Direccion IP: 10.87.11.35
Causa Probable: 1.The device is offline. 2.The NMS server cannot be connected to the device through ICMP/SNMP.
Descr",1,0,2,Closed,FRONT OFFICE,bernie.cubur,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,27-JAN-23,"OSCAR RODAS INDICA QUE SE INSTALO 150 MTS DE CABLE DE 12 HILOS, SE INSTALARON 2 MUFAS, SE REALIZARON 24 FUSIONES. TRABAJO CON HECTOR MEJILLA, AXELMORALES Y JOSE ARAOS",1,0,14.6126810,-91.4887040,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
79,F4895541,F4895541-002,DATOS,ROUTER,TELGUA,28/01/2023 10:29:42,28/01/2023 15:34:32,5.08,Guatemala,ORIENTE,CHIQUIMULA UR,tmipuser,28/01/2023 11:17:49,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,marcos.balsells,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: UCHIGTCHN1D1B04B03EIM2 | Puerto: GigabitEthernet6/0/1 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,28/01/2023 10:20:45,28/01/2023 15:34:31,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: UCHIGTCHN1D1B04B03EIM2 | Puerto: GigabitEthernet6/0/1 Interfaz Generica
Tipo de Equipo: NE40E(V8) - Direccion IP: 10.179.28.53
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemo",1,0,2,Closed,FRONT OFFICE,eddy.calderon,CORRECCION DE INTERFERENCIA,TRANSMISION,closed,f,,,,28-JAN-23,EMERSON TORTOLA SOLICIA SI SE PUEDE TRABAJAR EN HORARIO NORMAL O EN HORARIO DE VENTANA YA QUE SE TIENE QUE COORDINAR CON UFINET PORQUE SE BOTARIA TODO EL TRAFICO DEL ENLACE   FAVOR INDICAR HACIA DONDE,1,0,14.79952,-89.534033,BACKBONE,SI,4.ATENUACION EN CONECTORES O HILOS FO / MALA CONECTIVIDAD EN,4.1 EMPALME O FUSION POR HILO DE FO EN DISTRIBUIDOR OPTICO,,
80,F4895639,F4895639-002,TRANSMISION,DWDM,TELGUA,28/01/2023 12:05:33,28/01/2023 15:39:51,3.57,Guatemala,CENTRAL,PUERTO SAN JOSE CENTRO TC CELDA,herrera.enio,28/01/2023 15:20:45,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,marlon.martinez,AMX-2 || INC || APR LINE || PTO. SAN JOSE - GUARDA VIEJO || INOC TICKET#2023012875000012 - RUTA: CLA,ENLACE FUERA DE GESTION,CORTE DE FIBRA,28/01/2023 12:05:31,28/01/2023 15:39:45,AMX-2 || INC || APR LINE || PTO. SAN JOSE - GUARDA VIEJO || INOC TICKET#2023012875000012 - RUTA: CLARO - A UNA DISTANCIA DE 18.9 KM DESDE PUERTO SAN JOSE HACIA GUARDA VIEJO.,4,0,Falla sin Afectación,Closed,FRONT OFFICE,eddy.calderon,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,28-JAN-23,"-*   SE LLAMA A TX 24206059   (2001342849) NO SE OBTIENE RESPUESTA   PABLO RODRIGUEZ  INDICA QUE INOC NO LES A RESPONDIDO, CCR NO CUENTA CON EL CONTACTO DE INOC, PABLO RODIGUEZ INFORMA QUE ELLOS TAMP",0,0,13.980980,-90.888262,BACKBONE,SI,2.HILOS FO ROTOS/ MAL ACOMODO DE HILOS EN BANDEJAS / TUBOS H,2.1 INTERVENCION A MUFA O CIERRE FO/NAP/HUB BOX EXISTENTE EN,,
81,F4896005,F4896005-002,DATOS,SWITCH,TELGUA,28/01/2023 19:21:41,29/01/2023 01:34:05,6.21,Guatemala,METROPOLITANA,MIXCO UR,tmipuser,28/01/2023 20:22:00,GT - F.O MOVIL,WO - CCR GT,WO - CLAROFIBRAOPTICA,jonatan.escobar,Guatemala || GMIXGTMIN1D1B01B281BM1 || =InterfaceDown || GigabitEthernet0/4/4 || down ||  ||  || MIXCO UR || 10.174.171.45,CAIDA PARCIAL,PUERTO FUERA DE SERVICIO,28/01/2023 19:12:14,28/01/2023 23:54:02,"Guatemala || GMIXGTMIN1D1B01B281BM1 || =InterfaceDown || GigabitEthernet0/4/4 || down ||  ||  || MIXCO UR || 10.174.171.45

DSLAM GMIXGTIXN1D1A01A01EPA0 Mixco CD MIX27 Huawe 5616 (10.31.21.217), omkState down
           ::::RAW DATA::::
            omkId = 63d5c849b42359701e792b2b
            omkTim",1,1,2,Closed,GT - F.O MOVIL,diego.taguite,CORRECCION ATENUACION FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,29-JAN-23,INFORMA JOSE LUIS DE FIBRA QUE SE CIERRE YA SE TRASLADO AL NUEVO SITIO EL DSLAM  SE FUSIONARON 4 FIBRAS.,0,0,14.634666,-90.610357,ULTIMA MILLA,SI,5.CAUSAS NATURALES / DAÑO / ACCIDENTE / ROBO DE INFRAESTRUC,5.1 CAMBIO E INSTALACION DE POSTE DE MADERA C/HERRAJES,CC_FUNDAL_GT_INTERNET_MIXCO,
82,F4896387,F4896387-001,TRANSMISION,DWDM,TELGUA,29/01/2023 09:25:12,29/01/2023 14:43:27,5.3,Guatemala,CENTRAL,TAXISCO UR,tmipuser,29/01/2023 10:34:09,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,thomas.peliz,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Taxisco | Puerto: 0-subrack-5-11AST2-2(RM2/TM2-Dir Escuintla)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.5.50 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS threshold. Descripcion de Alarma (ESP): Perdida de la potencia optica de entrada de la interfaz OSC Mnemonico: OTAXGTTA,CAIDA TOTAL,DWDM SIN PROTECCION,29/01/2023 09:18:46,29/01/2023 14:04:58,GT | Alarma: OSC_LOS | Descripcion: Loss of OSC interface input optical power | Equipo: GT_Taxisco | Puerto: 0-subrack-5-11AST2-2(RM2/TM2-Dir Escuintla)-OSC:1 Tipo de Equipo: OptiX OSN 9800 - Direccion IP: 10.179.5.50 Causa Probable: OSC_LOS is declared if the input power is lower than the OSC_LOS t,1,0,2,Closed,FRONT OFFICE,juan.guillen,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,29-JAN-23,"SE UBICÓ DAÑO OCASIONADO POR DERRIBO DE  1 POSTE OCASIONADO POR MAQUINARIA DE CAMINOS, QUE TRABAJAN EN AMPLIACIÓN DE CARRETERA RUTA A TAXISCO, SE PROCEDIO A LIBERAR UNA RESERVA DE UN POSTE Y HACER UN",0,1,14.214475,-90.723840,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.3 INSTALACION DE CABLE DE FO DUCTO DE 96 HASTA 144 FO,,
83,F4897100,F4897100-002,DATOS,ROUTER,TELGUA,30/01/2023 09:09:34,30/01/2023 14:18:17,5.15,Guatemala,OCCIDENTE,EL EDEN PALESTINA DE LOS ALTOS CELDA,tmipuser,30/01/2023 11:23:05,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,thomas.peliz,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: QPAAGTEEN1T1A02A31ENM3 | Puerto: GigabitEthernet0/2/0 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,30/01/2023 08:52:59,30/01/2023 14:18:15,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: QPAAGTEEN1T1A02A31ENM3 | Puerto: GigabitEthernet0/2/0 Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.87.7.38
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico",1,0,2,Closed,FRONT OFFICE,alexanderf.lopez,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,30-JAN-23,"VICTOR MENDEZ INDICA QUE FUE AFECTACION POR CAIDA DE ARBOL, SE CARGO RESERVA A 100 MTS, INSTALACION DE UNA MUFA Y 12 FUSIONES, ATENDIO OSCAR RODAS Y CARLOS VILLAGRAN, SE LE LLAMA A BO IP EN REPETIDAS",1,0,14.592170,-91.374620,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
84,F4897136,F4897136-002,DATOS,SWITCH,TELGUA,30/01/2023 09:33:54,30/01/2023 15:59:07,6.42,Guatemala,OCCIDENTE,COLOMBA COSTA CUCA,andy.garcia,30/01/2023 15:25:42,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,thomas.peliz,"MSAN M00_QCOLGTCO_COLOMBA 	PING(DOWN 10 MINUTES) GT COLOMBA COSTA CUCA HUAWEI ATN910C(10.105.51.120) - ROUTER 	HELP",CAIDA PARCIAL,FUERA DE SERVICIO,30/01/2023 09:33:52,30/01/2023 15:50:12,"GT COLOMBA COSTA CUCA HUAWEI ATN910C(10.105.51.120) - ROUTER 	HELP
GT COLOMBA HUAWEI ATN905(10.105.51.100)
GT LAS MERCEDES HUAWEI ATN905(10.105.51.99)
		
HOSTNAME: 	QCOLGTCON1D1A02A12ENM1
ADDRESS: 	10.105.51.120",4,0,2,Closed,FRONT OFFICE,alexanderf.lopez,MEDIO DE TX_EMPALME O FUSION DE FIBRA OPTICA,FIBRA OPTICA,closed,f,,,,30-JAN-23,"VICTOR MENDEZ  INDICA QUE  DAÑO OCACIONADO POR TALA DE ARBOLES SE CORREO RESERVA DE 75 METROS  SE REALIZA UN EMPALME DE 12 FUCIONES  ATIENDE BYRON CIFUENTES , CARLOS MAZARIEGOS  Y JORGE MIRANDA  VALID",1,5,14.702373,-91.788852,ACCESO,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA","3.4 INSTALACION DE CABLE FO AEREO FIG 8, DE 12 A 48 FO",,
85,F4897274,F4897274-001,DATOS,ROUTER,TELGUA,30/01/2023 11:26:20,30/01/2023 20:17:55,8.86,Guatemala,OCCIDENTE,CONCEPCION TUTUAPA CELDA,tmipuser,30/01/2023 11:36:49,FRONT OFFICE,WO - CCR GT,,estefany.roldan,GT | Alarma: Link Down | Descripcion: Link Down | Equipo: NCTUGTCUN1T1B01A10ENM1 | Puerto: GigabitEthernet0/2/0 Interfaz Generica,CAIDA PARCIAL,DESCONFIGURADO,30/01/2023 11:10:11,30/01/2023 20:17:53,"GT | Alarma: Link Down | Descripcion: Link Down | Equipo: NCTUGTCUN1T1B01A10ENM1 | Puerto: GigabitEthernet0/2/0 Interfaz Generica
Tipo de Equipo: ATN910C - Direccion IP: 10.87.5.87
Causa Probable: The link breaks when the interface changes to down.
Descripcion de Alarma (ESP): Enlace caido
Mnemonico",1,0,2,Closed,FRONT OFFICE,bernie.cubur,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,30-JAN-23,"PERSONAL DE FIBRA INDICA QUE SE CORRE RESERVA A 100 MTS DEL DAÑO, SE INSTALO 1 MUFA Y SE REALIZO 12 FUSIONES TRABAJARON MANOLO RAMOS, PATRIC ARDIANO Y LUIS BARRIOS, DEJANDO TODO OK.  SE PROCEDE A CIER",1,0,15.146960,-91.502820,ULTIMA MILLA,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
86,F4897559,F4897559-002,CONMUTACION,IMS_ACCESO,TELGUA,30/01/2023 15:53:35,31/01/2023 02:52:43,10.99,Guatemala,METROPOLITANA,EL MILAGRO UR,alejandro.rodriguez,30/01/2023 16:57:05,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,rodriguez.brayan,GT - FIBRA DE ALIMENTACION ESTA ROTA U OLT NO PUEDE RECIBIR SENALES OPTICAS EN H903GPHF DEL GPON M01,CAIDA TOTAL,INCIDENTE CONMUTACION,30/01/2023 15:53:34,31/01/2023 02:52:39,GT - FIBRA DE ALIMENTACION ESTA ROTA U OLT NO PUEDE RECIBIR SENALES OPTICAS EN H903GPHF DEL GPON M01_GMIXGTEM_OLT_EL_MILAGRO,2,0,2,Closed,FRONT OFFICE,bernie.cubur,ACCIDENTE Y OTRAS CAUSAS,FIBRA OPTICA,closed,f,,,,31-JAN-23,"JOSE ESCOBAR INDICA QUE SE CORRIO RESERVA DE 15MTS Y SE REALIZARON 12 FUSIONES, DAÑO PROVOCADO POR TRABAJOS DE LA MUNICIPALIDAD. TRABAJO EN EL LUGAR HECTOR QUEZADA, DANIEL GAMES, LUIS AROCHE, IVAN ALA",1,0,14.956830,-90.5888340,BACKBONE,SI,"3.CABLE FO CORTADO, DAÑO O ESTIRAMIENTO DEL CABLE FO TRONCA",3.2 INSTALACION DE CABLE DE FO DUCTO DE 12 HASTA 72 FO,,
87,F4897562,F4897562-002,DATOS,SWITCH,TELGUA,30/01/2023 15:57:30,31/01/2023 00:42:15,8.75,Guatemala,METROPOLITANA,SAN RAFAEL CELDA,andy.garcia,30/01/2023 16:23:08,FRONT OFFICE,WO - CCR GT,WO - CLAROFIBRAOPTICA,rodriguez.brayan,DSLAM SAN RAFAEL CD SRA109,CAIDA PARCIAL,FUERA DE SERVICIO,30/01/2023 15:57:25,31/01/2023 00:42:14,"DSLAM SAN RAFAEL CD SRA109
DEVICE TYPE: 	  	DSLAM
HOST NAME: 	  	10.78.16.70
ADDRESS: 	  	10.78.16.70",4,0,2,Closed,FRONT OFFICE,bernie.cubur,REPARACION O REPOSICION DE HARDWARE,FIBRA OPTICA,closed,f,,,,31-JAN-23,"JOSE ESCOBAR INDICA QUE SE REPARO PITEL DAÑADO EN ODF DENTRO DE LA UR DE SAN RAFAEL, TRABAJARON ARIEL CHACON, ABNER CARDONA Y ROBERTO ESTRADA. DEJANDO TODO OK. CONFIRMA JOSE MONROY DE BO TX.",1,0,NO BRINDA DATOS,NO BRINDA DATOS,BACKBONE,SI,1.DAÑO / ROBO DE MUFA O CIERRE FO / FAT /HUB BOX / NAP,1.1 CAMBIO E INSTALACION DE MUFA O CIERRE OPTICO/FAT/NAP/HUB,SAN RAFAEL-COLONIA MAYA,
